Region,Before_Date,After_Date,Total_Spatial_Cells,Very_High_Cells,High_Cells,Moderate_Cells,Low_Cells,High_Risk_Percentage,Mean_VV_Change_dB,Mean_VH_Change_dB,Mean_Flood_Risk_Score,Satellite,Product,Source
Nagpur,2026-08-10,2026-08-22,53097,0,2,2,53093,0.0,0.05,0.061,1.96,Sentinel-1,Sentinel-1 GRD,Microsoft Planetary Computer
