Latitude,Longitude,B02_Blue,B03_Green,B04_Red,B08_NIR,NDVI,NDVI_Class,Satellite,Product,Scene_Date,Cloud_Cover_Percent,Grid_Size_m
21.218053,79.115396,0.135769,0.163506,0.156867,0.384939,0.422008,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218063,79.116359,0.123027,0.154168,0.140979,0.397456,0.475593,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218074,79.117322,0.129691,0.157726,0.15383,0.378166,0.420694,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218085,79.118285,0.132368,0.16218,0.161538,0.362542,0.383491,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218096,79.119248,0.149397,0.174558,0.195492,0.333579,0.261323,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218106,79.120211,0.145955,0.17387,0.18952,0.343157,0.28938,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218117,79.121174,0.1343,0.15989,0.166956,0.353199,0.358247,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218128,79.122137,0.13387,0.164281,0.163988,0.368774,0.383505,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.218138,79.123101,0.167827,0.200691,0.223436,0.366796,0.247124,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215184,78.946879,0.209326,0.238761,0.275192,0.359678,0.13348,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215195,78.947842,0.188983,0.223056,0.259117,0.32457,0.111674,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215207,78.948805,0.183227,0.213932,0.244881,0.358083,0.191026,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215219,78.949768,0.216586,0.246566,0.268452,0.366048,0.158138,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21523,78.950731,0.208147,0.23457,0.249751,0.367437,0.193187,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215242,78.951694,0.230489,0.253981,0.270688,0.365177,0.149628,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215254,78.952657,0.232763,0.251767,0.270451,0.326028,0.094857,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215265,78.95362,0.172141,0.197422,0.214371,0.289879,0.144498,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215277,78.954583,0.17788,0.211638,0.23541,0.352987,0.199792,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215289,78.955546,0.219102,0.258446,0.296277,0.389135,0.137973,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.2153,78.956509,0.204804,0.237921,0.27388,0.363489,0.14141,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215312,78.957472,0.196368,0.229509,0.26508,0.369221,0.167191,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215324,78.958435,0.208911,0.244086,0.287937,0.365035,0.118975,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215335,78.959398,0.203781,0.238387,0.275331,0.367074,0.144053,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215347,78.960361,0.214429,0.24748,0.283929,0.391541,0.160583,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215359,78.961324,0.225246,0.260762,0.293235,0.390765,0.14484,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21537,78.962286,0.220275,0.257084,0.294769,0.384657,0.133457,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215382,78.963249,0.238061,0.259615,0.285731,0.371321,0.130662,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215394,78.964212,0.244736,0.265083,0.29047,0.383963,0.143979,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215405,78.965175,0.22428,0.261907,0.300211,0.384554,0.123997,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215417,78.966138,0.209259,0.243766,0.285682,0.377873,0.139709,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215428,78.967101,0.192718,0.22976,0.273357,0.349341,0.122492,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21544,78.968064,0.210377,0.245938,0.282026,0.379264,0.147087,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215452,78.969027,0.205589,0.240954,0.287361,0.380401,0.139341,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215463,78.96999,0.201695,0.237247,0.288934,0.375715,0.130635,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215475,78.970953,0.226584,0.263463,0.310259,0.383178,0.107968,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215486,78.971916,0.203343,0.238785,0.278364,0.375613,0.149561,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215498,78.972879,0.19955,0.23509,0.277792,0.3685,0.141297,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215509,78.973842,0.179664,0.213231,0.251879,0.350125,0.16425,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215521,78.974805,0.190924,0.22709,0.275886,0.368425,0.143804,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215533,78.975768,0.201475,0.240942,0.286107,0.367215,0.124994,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215544,78.976731,0.215281,0.25605,0.309118,0.359142,0.081876,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215556,78.977694,0.188932,0.222999,0.261059,0.328773,0.117203,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215567,78.978657,0.217502,0.254385,0.297671,0.357649,0.094907,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215579,78.97962,0.225241,0.263165,0.307178,0.35576,0.074695,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21559,78.980583,0.235445,0.274943,0.318036,0.353833,0.054055,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215602,78.981546,0.22225,0.258171,0.284769,0.354246,0.123254,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215613,78.982509,0.157622,0.188947,0.193944,0.357673,0.308614,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215625,78.983472,0.189192,0.225106,0.23958,0.409091,0.267028,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215636,78.984435,0.322271,0.348587,0.378548,0.393408,0.019991,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215648,78.985398,0.30602,0.323821,0.35161,0.33701,-0.02121,Water / Bare Surface,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215659,78.986361,0.277235,0.293106,0.318992,0.304218,-0.023713,Water / Bare Surface,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215671,78.987324,0.290526,0.309641,0.338103,0.33376,-0.007058,Water / Bare Surface,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215682,78.988287,0.29519,0.324524,0.355016,0.378751,0.028927,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215694,78.98925,0.230647,0.265194,0.285715,0.392598,0.161806,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215705,78.990213,0.219965,0.258308,0.286903,0.421113,0.190454,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215717,78.991176,0.199451,0.234265,0.24456,0.380489,0.218522,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215728,78.992139,0.171442,0.215335,0.192282,0.219805,0.022082,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21574,78.993102,0.143275,0.190812,0.164491,0.292937,0.199535,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215751,78.994065,0.153223,0.186948,0.204448,0.343901,0.252623,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215762,78.995028,0.196223,0.239181,0.281655,0.353246,0.113284,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215774,78.995991,0.162343,0.191071,0.222248,0.27535,0.105397,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215785,78.996954,0.175543,0.214417,0.258566,0.306452,0.084466,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215797,78.997917,0.195869,0.232222,0.285781,0.348854,0.099902,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215808,78.99888,0.217602,0.257855,0.311363,0.355139,0.067216,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21582,78.999843,0.186145,0.221667,0.252623,0.346896,0.155029,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215831,79.000806,0.222961,0.265513,0.307609,0.362024,0.085889,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215842,79.001769,0.221245,0.263842,0.31786,0.367574,0.073937,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215854,79.002732,0.241685,0.286697,0.34832,0.377812,0.041259,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215865,79.003695,0.25011,0.290843,0.347268,0.412242,0.089045,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215877,79.004658,0.233524,0.270486,0.316408,0.390626,0.105822,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215888,79.005621,0.231608,0.269123,0.311781,0.384128,0.104331,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215899,79.006584,0.260907,0.286143,0.320962,0.402256,0.113713,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215911,79.007547,0.265435,0.29064,0.320594,0.392156,0.101961,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215922,79.00851,0.265687,0.279335,0.299328,0.395705,0.139797,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215933,79.009473,0.230535,0.254414,0.271806,0.375673,0.165329,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215945,79.010436,0.17654,0.207437,0.226511,0.330999,0.187688,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215956,79.011399,0.190684,0.218732,0.233891,0.312691,0.149661,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215967,79.012362,0.189323,0.220772,0.242084,0.325657,0.154641,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.215979,79.013325,0.181705,0.212512,0.241498,0.33038,0.157259,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21599,79.014288,0.186088,0.219804,0.256785,0.357914,0.166776,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216001,79.015251,0.197764,0.232547,0.278368,0.365064,0.135109,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216013,79.016214,0.184302,0.219973,0.264315,0.344393,0.131686,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216024,79.017177,0.178574,0.211746,0.249207,0.345656,0.162539,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216035,79.01814,0.170352,0.200772,0.233562,0.317194,0.148517,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216047,79.019103,0.170994,0.198864,0.233384,0.278384,0.087681,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216058,79.020066,0.175525,0.210784,0.246219,0.29525,0.091121,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216069,79.021029,0.191212,0.230171,0.266161,0.321402,0.093761,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216081,79.021992,0.202773,0.237166,0.277523,0.341177,0.103714,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216092,79.022955,0.209626,0.246967,0.284995,0.362841,0.120155,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216103,79.023918,0.223482,0.261079,0.299845,0.378305,0.118484,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216114,79.024881,0.19394,0.233008,0.258307,0.371801,0.180922,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216126,79.025844,0.222654,0.253108,0.27242,0.394815,0.1889,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216137,79.026807,0.235756,0.262581,0.287779,0.366132,0.12261,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216148,79.02777,0.237095,0.258702,0.281062,0.360522,0.12421,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216159,79.028733,0.235251,0.266554,0.291986,0.381074,0.133398,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216171,79.029696,0.2047,0.241009,0.267873,0.391379,0.187478,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216182,79.030659,0.192007,0.223139,0.24542,0.348506,0.174127,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216193,79.031622,0.186609,0.224049,0.254254,0.315558,0.107332,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216204,79.032585,0.187688,0.229127,0.259609,0.340152,0.131724,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216216,79.033548,0.168968,0.207404,0.228682,0.382191,0.244543,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216227,79.034511,0.147638,0.186181,0.183074,0.420982,0.391549,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216238,79.035474,0.155362,0.197909,0.188199,0.461843,0.419188,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216249,79.036437,0.157073,0.198994,0.193124,0.454323,0.399346,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21626,79.0374,0.155487,0.186041,0.190613,0.363913,0.320526,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216272,79.038363,0.143267,0.1702,0.175878,0.343998,0.321145,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216283,79.039326,0.142203,0.167335,0.17555,0.339977,0.311832,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216294,79.040289,0.177483,0.205786,0.236158,0.322537,0.160473,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216305,79.041253,0.20185,0.241426,0.296779,0.357397,0.093151,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216316,79.042216,0.209284,0.25129,0.311214,0.368088,0.083627,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216328,79.043179,0.186439,0.220663,0.262601,0.336837,0.128915,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216339,79.044142,0.157805,0.178343,0.199917,0.284349,0.17596,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21635,79.045105,0.183026,0.207072,0.227394,0.30385,0.149192,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216361,79.046068,0.213314,0.241136,0.266506,0.326416,0.103466,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216372,79.047031,0.175756,0.203425,0.231895,0.315619,0.158446,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216383,79.047994,0.15,0.171439,0.185916,0.295751,0.226838,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216394,79.048957,0.148915,0.172504,0.184802,0.30484,0.246603,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216406,79.04992,0.169389,0.196641,0.221325,0.34633,0.221923,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216417,79.050883,0.174321,0.20212,0.225081,0.337208,0.201283,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216428,79.051846,0.187689,0.215657,0.235984,0.339052,0.181714,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216439,79.052809,0.198765,0.225933,0.239282,0.344162,0.180845,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21645,79.053772,0.227323,0.252573,0.270628,0.359886,0.146082,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216461,79.054735,0.208564,0.236537,0.251635,0.362357,0.18502,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216472,79.055698,0.199156,0.236208,0.267231,0.365208,0.158054,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216483,79.056661,0.174587,0.205499,0.211502,0.373287,0.27953,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216494,79.057624,0.231637,0.25657,0.277032,0.357615,0.13199,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216506,79.058587,0.187735,0.215412,0.222728,0.371154,0.253903,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216517,79.05955,0.219989,0.242191,0.259819,0.339362,0.140214,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216528,79.060513,0.205689,0.238008,0.261215,0.353626,0.158382,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216539,79.061476,0.21588,0.236468,0.251481,0.347547,0.165083,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21655,79.062439,0.230684,0.24959,0.272891,0.322418,0.084528,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216561,79.063402,0.235511,0.25064,0.272951,0.305774,0.056602,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216572,79.064365,0.236022,0.248173,0.271273,0.307177,0.063001,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216583,79.065328,0.241307,0.246898,0.265809,0.313221,0.081795,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216594,79.066291,0.230927,0.246353,0.265211,0.323298,0.102179,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216605,79.067254,0.214616,0.227703,0.247447,0.305001,0.104848,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216616,79.068217,0.227928,0.241233,0.265568,0.312573,0.083044,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216627,79.069181,0.241768,0.258454,0.279741,0.312075,0.056531,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216638,79.070144,0.224895,0.24287,0.261102,0.315849,0.095755,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216649,79.071107,0.237254,0.254141,0.277309,0.326498,0.084921,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21666,79.07207,0.230738,0.246597,0.268682,0.314475,0.080089,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216671,79.073033,0.249397,0.262226,0.287296,0.322121,0.057863,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216682,79.073996,0.249114,0.261625,0.285926,0.327369,0.068235,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216693,79.074959,0.235563,0.248421,0.270565,0.316193,0.078472,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216704,79.075922,0.227619,0.24323,0.268497,0.316139,0.082891,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216715,79.076885,0.243842,0.253088,0.274722,0.330255,0.093211,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216726,79.077848,0.241586,0.257367,0.284907,0.32264,0.062753,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216737,79.078811,0.228951,0.248931,0.268488,0.347177,0.128985,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216748,79.079774,0.210971,0.249817,0.281227,0.403894,0.179702,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216759,79.080737,0.188606,0.217012,0.231384,0.375047,0.241759,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21677,79.0817,0.160548,0.186436,0.187033,0.365448,0.320956,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216781,79.082663,0.223199,0.247992,0.26749,0.348244,0.136566,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216792,79.083626,0.216482,0.239515,0.26668,0.354706,0.143626,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216803,79.084589,0.197903,0.233883,0.270662,0.385274,0.179826,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216814,79.085552,0.147844,0.17227,0.181006,0.380709,0.354187,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216824,79.086515,0.144114,0.174684,0.167759,0.393061,0.402766,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216835,79.087478,0.153227,0.184596,0.181489,0.397385,0.376397,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216846,79.088442,0.145592,0.168913,0.170919,0.355216,0.341997,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216857,79.089405,0.145581,0.167939,0.171884,0.327679,0.305696,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216868,79.090368,0.139104,0.164455,0.161657,0.366867,0.382957,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216879,79.091331,0.155763,0.184793,0.200293,0.369089,0.299331,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21689,79.092294,0.181389,0.213003,0.248849,0.385298,0.227108,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216901,79.093257,0.184894,0.218023,0.25407,0.368196,0.187553,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216912,79.09422,0.142081,0.170711,0.175184,0.363105,0.35067,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216923,79.095183,0.128655,0.155065,0.148211,0.403612,0.462901,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216933,79.096146,0.118638,0.140586,0.128518,0.407923,0.519756,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216944,79.097109,0.114896,0.135694,0.120002,0.428518,0.562249,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216955,79.098072,0.116502,0.137384,0.124467,0.41887,0.540848,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216966,79.099035,0.120412,0.141693,0.135109,0.38808,0.483037,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216977,79.099998,0.124006,0.146211,0.140556,0.393072,0.473338,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216988,79.100961,0.133328,0.155785,0.15701,0.378278,0.413853,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.216998,79.101924,0.139444,0.168126,0.156488,0.396662,0.433761,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217009,79.102887,0.185701,0.217719,0.236491,0.381062,0.250416,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.21702,79.103851,0.256862,0.299654,0.35096,0.363332,0.0174,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217031,79.104814,0.242266,0.281526,0.320535,0.348232,0.040988,Very Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217042,79.105777,0.156069,0.182816,0.177243,0.301889,0.207902,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217053,79.10674,0.135996,0.163869,0.148487,0.439561,0.494105,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217063,79.107703,0.133506,0.16438,0.150859,0.421833,0.472076,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217074,79.108666,0.136666,0.16573,0.162925,0.38196,0.40136,Moderate Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
21.217085,79.109629,0.135558,0.161307,0.163198,0.350701,0.363768,Low Vegetation,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100
