Dataset,Satellite,Scene_Date,Cloud_Cover_Percent,Spatial_Records,Valid_Pixels,BuiltUp_Pixels,BuiltUp_Percentage,Mean_NDBI,Minimum_NDBI,Maximum_NDBI,Mean_Cell_BuiltUp_Percent,High_BuiltUp_Cells,Moderate_BuiltUp_Cells,Low_BuiltUp_Cells
Nagpur Built-up Area,Sentinel-2,2026-06-19,1.0,16949,1680294,872604,51.93,0.0933,-0.2898,1.0,51.63,8959,4360,3630
