Latitude,Longitude,Mean_NDBI,Mean_NDVI,BuiltUp_Pixel_Count,Valid_Pixel_Count,BuiltUp_Fraction,BuiltUp_Percent,BuiltUp_Class,Scene_Date,Cloud_Cover_Percent,Satellite
21.249597609196606,79.03060072834383,0.068,0.1087,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.249608860254114,79.0315639649468,0.0986,0.0647,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249620105815154,79.03252720218225,0.1101,0.0691,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249631345879713,79.0334904400499,0.1068,0.077,91,100,0.91,91.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249642580447777,79.03445367854945,0.0871,0.089,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24965380951933,79.03541691768058,0.0933,0.0796,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24966503309436,79.03638015744298,0.0981,0.1301,50,100,0.5,50.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249676251172847,79.03734339783632,0.1145,0.0885,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249687463754782,79.03830663886032,0.1267,0.0761,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24969867084014,79.03926988051467,0.1337,0.0742,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249709872428916,79.04023312279904,0.1263,0.0653,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24972106852109,79.04119636571313,0.1195,0.0574,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24973225911665,79.04215960925664,0.1222,0.065,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24974344421558,79.04312285342927,0.1165,0.0725,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24975462381786,79.0440860982307,0.1223,0.0755,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.249765797923484,79.04504934366058,0.1385,0.0735,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24977696653243,79.04601258971869,0.2983,0.0731,36,68,0.5294,52.94,High Built-up,2026-06-19,1.0,Sentinel-2
21.247706501699902,78.9477772888131,0.0969,0.1125,59,100,0.59,59.0,High Built-up,2026-06-19,1.0,Sentinel-2
