Latitude,Longitude,NDVI_Mean,Green_Cover_Percent,Green_Cover_Area_m2,Green_Cover_Area_ha,Green_Cover_Class,B04_Red_Mean,B08_NIR_Mean,NDVI_Threshold,Satellite,Product,Scene_Date,Cloud_Cover_Percent,Grid_Size_m,Data_Source
21.224644,79.059444,0.273954,45.0,4500.0,0.45,Moderate Green Cover,0.220091,0.379265,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224655,79.060407,0.20735,22.0,2200.0,0.22,Low Green Cover,0.244967,0.368562,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224666,79.06137,0.240713,28.0,2800.0,0.28,Moderate Green Cover,0.218911,0.357015,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224677,79.062333,0.230941,32.0,3200.0,0.32,Moderate Green Cover,0.233969,0.370298,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224688,79.063296,0.264659,41.0,4100.0,0.41,Moderate Green Cover,0.204495,0.348388,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224699,79.064259,0.305391,56.0,5600.0,0.56,High Green Cover,0.204273,0.380305,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22471,79.065222,0.28029,44.0,4400.0,0.44,Moderate Green Cover,0.211233,0.371778,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224721,79.066185,0.268001,40.0,4000.0,0.4,Moderate Green Cover,0.215944,0.370518,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224732,79.067149,0.249164,28.0,2800.0,0.28,Moderate Green Cover,0.220863,0.363041,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224743,79.068112,0.333886,73.0,7300.0,0.73,High Green Cover,0.18651,0.366738,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224754,79.069075,0.309025,55.0,5500.0,0.55,High Green Cover,0.195843,0.366521,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224765,79.070038,0.300106,51.0,5100.0,0.51,High Green Cover,0.194043,0.357544,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224776,79.071001,0.273608,47.0,4700.0,0.47,Moderate Green Cover,0.218969,0.371453,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224787,79.071964,0.279324,43.0,4300.0,0.43,Moderate Green Cover,0.209587,0.367902,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224798,79.072927,0.332693,63.0,6300.0,0.63,High Green Cover,0.183535,0.364177,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224809,79.07389,0.256079,38.0,3800.0,0.38,Moderate Green Cover,0.216637,0.361543,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22482,79.074853,0.288909,52.0,5200.0,0.52,High Green Cover,0.212533,0.377635,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224831,79.075816,0.363573,77.0,7700.0,0.77,Very High Green Cover,0.165822,0.355809,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224842,79.07678,0.339803,68.0,6800.0,0.68,High Green Cover,0.182808,0.369775,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224853,79.077743,0.207444,30.0,3000.0,0.3,Moderate Green Cover,0.187668,0.293557,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224864,79.078706,0.15731,19.0,1900.0,0.19,Low Green Cover,0.179162,0.258071,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224875,79.079669,0.133685,34.0,3400.0,0.34,Moderate Green Cover,0.171537,0.24807,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224886,79.080632,0.122109,32.0,3200.0,0.32,Moderate Green Cover,0.171874,0.242284,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224897,79.081595,0.169801,48.0,4800.0,0.48,Moderate Green Cover,0.163244,0.267096,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224908,79.082558,0.110748,36.0,3600.0,0.36,Moderate Green Cover,0.174307,0.250373,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224919,79.083521,0.178342,35.0,3500.0,0.35,Moderate Green Cover,0.18545,0.288606,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22493,79.084484,0.21848,40.0,4000.0,0.4,Moderate Green Cover,0.180327,0.29877,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224941,79.085447,0.182631,13.0,1300.0,0.13,Low Green Cover,0.208038,0.31156,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224952,79.086411,0.31716,74.0,7400.0,0.74,High Green Cover,0.180944,0.354848,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224963,79.087374,0.316512,68.0,6800.0,0.68,High Green Cover,0.194692,0.372606,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224974,79.088337,0.322567,61.0,6100.0,0.61,High Green Cover,0.182167,0.356215,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224985,79.0893,0.40524,91.0,9100.0,0.91,Very High Green Cover,0.166607,0.393253,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.224995,79.090263,0.423206,100.0,10000.0,1.0,Very High Green Cover,0.154043,0.381389,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225006,79.091226,0.322496,66.0,6600.0,0.66,High Green Cover,0.195852,0.37794,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225017,79.092189,0.238666,33.0,3300.0,0.33,Moderate Green Cover,0.209815,0.339383,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225028,79.093152,0.135532,10.0,1000.0,0.1,Low Green Cover,0.232284,0.30395,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225039,79.094115,0.184719,24.0,2400.0,0.24,Low Green Cover,0.232033,0.335088,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22505,79.095079,0.341903,74.0,7400.0,0.74,High Green Cover,0.198283,0.403887,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225061,79.096042,0.147978,14.0,1400.0,0.14,Low Green Cover,0.263335,0.355246,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225072,79.097005,0.338124,71.0,7100.0,0.71,High Green Cover,0.19629,0.39535,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225082,79.097968,0.233311,43.0,4300.0,0.43,Moderate Green Cover,0.258692,0.401158,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225093,79.098931,0.07789,3.0,300.0,0.03,Low Green Cover,0.326115,0.379003,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225104,79.099894,0.020256,0.0,0.0,0.0,No Green Cover,0.347024,0.361473,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225115,79.100857,-0.013999,0.0,0.0,0.0,No Green Cover,0.243149,0.246299,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225126,79.10182,0.140057,14.0,1400.0,0.14,Low Green Cover,0.224598,0.303589,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225137,79.102784,0.26646,29.0,2900.0,0.29,Moderate Green Cover,0.244967,0.419926,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225148,79.103747,0.267599,44.0,4400.0,0.44,Moderate Green Cover,0.230622,0.39908,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225158,79.10471,0.316076,62.0,6200.0,0.62,High Green Cover,0.19955,0.382593,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225169,79.105673,0.234142,34.0,3400.0,0.34,Moderate Green Cover,0.237381,0.378184,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22518,79.106636,0.062123,1.0,100.0,0.01,Low Green Cover,0.276186,0.313709,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225191,79.107599,0.148281,3.0,300.0,0.03,Low Green Cover,0.24549,0.329801,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225202,79.108562,0.087736,2.0,200.0,0.02,Low Green Cover,0.257937,0.307983,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225212,79.109525,0.044299,0.0,0.0,0.0,No Green Cover,0.309943,0.338382,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225223,79.110489,0.063006,0.0,0.0,0.0,No Green Cover,0.308719,0.349232,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225234,79.111452,0.053671,0.0,0.0,0.0,No Green Cover,0.327649,0.361294,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225245,79.112415,0.038599,2.0,200.0,0.02,Low Green Cover,0.297516,0.320729,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225255,79.113378,0.108298,12.0,1200.0,0.12,Low Green Cover,0.261743,0.32851,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225266,79.114341,0.128923,7.0,700.0,0.07,Low Green Cover,0.277869,0.359137,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225277,79.115304,0.201101,30.0,3000.0,0.3,Moderate Green Cover,0.227232,0.340994,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225288,79.116267,0.162451,14.0,1400.0,0.14,Low Green Cover,0.238586,0.332452,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225299,79.11723,0.170712,15.0,1500.0,0.15,Low Green Cover,0.217608,0.31263,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225309,79.118194,0.191909,18.0,1800.0,0.18,Low Green Cover,0.225304,0.333711,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22532,79.119157,0.159038,9.0,900.0,0.09,Low Green Cover,0.224536,0.315356,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225331,79.12012,0.280065,42.0,4200.0,0.42,Moderate Green Cover,0.20895,0.371883,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225341,79.121083,0.322505,60.0,6000.0,0.6,High Green Cover,0.201998,0.392948,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225352,79.122046,0.371039,81.0,8100.0,0.81,Very High Green Cover,0.17402,0.379709,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.225363,79.123009,0.361658,81.0,8100.0,0.81,Very High Green Cover,0.171762,0.3656,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222407,78.946779,0.142767,0.0,0.0,0.0,No Green Cover,0.269043,0.35818,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222419,78.947742,0.176846,1.0,100.0,0.01,Low Green Cover,0.257271,0.367089,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222431,78.948705,0.163734,2.0,200.0,0.02,Low Green Cover,0.274736,0.380776,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222442,78.949668,0.151037,1.0,100.0,0.01,Low Green Cover,0.277271,0.374906,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222454,78.950631,0.18452,7.0,700.0,0.07,Low Green Cover,0.261199,0.377385,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222466,78.951594,0.116512,6.0,600.0,0.06,Low Green Cover,0.2713,0.340144,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222478,78.952557,0.131063,4.0,400.0,0.04,Low Green Cover,0.27009,0.348287,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222489,78.95352,0.122129,6.0,600.0,0.06,Low Green Cover,0.266733,0.341867,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222501,78.954483,0.15477,18.0,1800.0,0.18,Low Green Cover,0.247727,0.338252,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222513,78.955446,0.116257,11.0,1100.0,0.11,Low Green Cover,0.227502,0.288564,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222524,78.956409,0.204175,18.0,1800.0,0.18,Low Green Cover,0.239645,0.355714,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222536,78.957372,0.159009,2.0,200.0,0.02,Low Green Cover,0.259154,0.354864,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222548,78.958335,0.163006,2.0,200.0,0.02,Low Green Cover,0.267924,0.370672,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222559,78.959298,0.182251,6.0,600.0,0.06,Low Green Cover,0.260998,0.376396,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222571,78.960261,0.141214,0.0,0.0,0.0,No Green Cover,0.265346,0.352323,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222582,78.961224,0.134781,0.0,0.0,0.0,No Green Cover,0.25939,0.339687,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222594,78.962187,0.166005,1.0,100.0,0.01,Low Green Cover,0.255904,0.356516,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222606,78.96315,0.131984,0.0,0.0,0.0,No Green Cover,0.260286,0.338867,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222617,78.964113,0.095344,0.0,0.0,0.0,No Green Cover,0.247872,0.300243,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222629,78.965076,0.076653,0.0,0.0,0.0,No Green Cover,0.263127,0.308254,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222641,78.966039,0.104011,0.0,0.0,0.0,No Green Cover,0.298704,0.367172,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222652,78.967002,0.164543,0.0,0.0,0.0,No Green Cover,0.237518,0.329578,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222664,78.967965,0.125423,0.0,0.0,0.0,No Green Cover,0.289583,0.372041,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222675,78.968928,0.096787,0.0,0.0,0.0,No Green Cover,0.297835,0.361571,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222687,78.969891,0.087373,0.0,0.0,0.0,No Green Cover,0.2787,0.332745,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222699,78.970854,0.089281,0.0,0.0,0.0,No Green Cover,0.288642,0.344919,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22271,78.971818,0.249738,40.0,4000.0,0.4,Moderate Green Cover,0.218436,0.352374,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222722,78.972781,0.380831,92.0,9200.0,0.92,Very High Green Cover,0.145631,0.328417,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222733,78.973744,0.364172,80.0,8000.0,0.8,Very High Green Cover,0.193431,0.412136,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222745,78.974707,0.318442,59.0,5900.0,0.59,High Green Cover,0.222549,0.42716,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222756,78.97567,0.443868,88.0,8800.0,0.88,Very High Green Cover,0.190511,0.492023,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222768,78.976633,0.252733,52.0,5200.0,0.52,High Green Cover,0.274104,0.451604,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222779,78.977596,0.0543,4.0,400.0,0.04,Low Green Cover,0.402584,0.445278,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222791,78.978559,-0.011074,0.0,0.0,0.0,No Green Cover,0.458456,0.44834,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222803,78.979522,0.099525,1.0,100.0,0.01,Low Green Cover,0.361049,0.436026,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222814,78.980485,0.121994,9.0,900.0,0.09,Low Green Cover,0.3204,0.407293,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222826,78.981448,0.130535,12.0,1200.0,0.12,Low Green Cover,0.325692,0.419954,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222837,78.982411,0.133183,3.0,300.0,0.03,Low Green Cover,0.334514,0.43191,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222849,78.983374,0.132139,5.0,500.0,0.05,Low Green Cover,0.358898,0.463206,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.22286,78.984337,0.248016,25.0,2500.0,0.25,Moderate Green Cover,0.281079,0.463146,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222872,78.9853,0.299056,50.0,5000.0,0.5,High Green Cover,0.261551,0.47098,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222883,78.986263,0.406146,97.0,9700.0,0.97,Very High Green Cover,0.184141,0.436233,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222895,78.987226,0.330429,62.0,6200.0,0.62,High Green Cover,0.215124,0.425887,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222906,78.988189,0.368023,91.0,9100.0,0.91,Very High Green Cover,0.208111,0.449704,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222918,78.989152,0.29011,67.0,6700.0,0.67,High Green Cover,0.240077,0.432392,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222929,78.990115,0.249524,32.0,3200.0,0.32,Moderate Green Cover,0.268128,0.438111,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222941,78.991078,0.092426,4.0,400.0,0.04,Low Green Cover,0.264905,0.322067,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222952,78.992041,0.237236,32.0,3200.0,0.32,Moderate Green Cover,0.221417,0.35554,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222963,78.993004,0.212124,15.0,1500.0,0.15,Low Green Cover,0.20899,0.322991,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222975,78.993967,0.101224,0.0,0.0,0.0,No Green Cover,0.298195,0.359377,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222986,78.99493,0.067768,0.0,0.0,0.0,No Green Cover,0.293604,0.335859,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.222998,78.995893,0.079423,0.0,0.0,0.0,No Green Cover,0.260242,0.305232,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223009,78.996856,0.079787,0.0,0.0,0.0,No Green Cover,0.25281,0.296745,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223021,78.997819,0.119375,0.0,0.0,0.0,No Green Cover,0.253573,0.322289,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223032,78.998783,0.067611,0.0,0.0,0.0,No Green Cover,0.298441,0.341167,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223043,78.999746,0.0936,0.0,0.0,0.0,No Green Cover,0.278488,0.336716,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223055,79.000709,0.076948,0.0,0.0,0.0,No Green Cover,0.301536,0.350265,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223066,79.001672,0.051324,0.0,0.0,0.0,No Green Cover,0.345846,0.38223,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223078,79.002635,0.086252,0.0,0.0,0.0,No Green Cover,0.329548,0.389114,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223089,79.003598,0.114533,0.0,0.0,0.0,No Green Cover,0.282339,0.352561,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223101,79.004561,0.106241,0.0,0.0,0.0,No Green Cover,0.316008,0.387281,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
21.223112,79.005524,0.057177,0.0,0.0,0.0,No Green Cover,0.34761,0.388748,0.3,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,100,Microsoft Planetary Computer Sentinel-2 L2A
