Region,Satellite,Product,Scene_Date,Cloud_Cover_Percent,B02_Mean,B03_Mean,B04_Mean,B08_Mean,NDVI_Mean,NDVI_Min,NDVI_Max,Vegetation_Percentage,Spatial_Records
Nagpur,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,0.1877629259733939,0.2161018423588579,0.2445122152173913,0.3241481558890331,0.13926178656716418,-0.249108,0.584951,3.2933160285528875,61640
