Region,Satellite,Product,Scene_ID,Scene_Date,Cloud_Cover_Percent,Grid_Size_m,Spatial_Records,Data_Source,Mean_NDVI,Min_NDVI,Max_NDVI,Mean_NDBI,Min_NDBI,Max_NDBI,Mean_NDWI,Min_NDWI,Max_NDWI,B01_Mean,B02_Mean,B03_Mean,B04_Mean,B05_Mean,B06_Mean,B07_Mean,B08_Mean,B8A_Mean,B09_Mean,B11_Mean,B12_Mean
Nagpur,Sentinel-2,Sentinel-2 L2A,S2B_MSIL2A_20260512T050649_R019_T44QLJ_20260512T085408,2026-05-12,0.0,10,6151813,Microsoft Planetary Computer,0.139235,-0.998471,0.718873,0.080419,-0.420305,0.998607,-0.198197,-0.640398,0.99885,0.162312,0.187757,0.21608,0.244481,0.275208,0.29935,0.320466,0.324088,0.340595,0.335423,0.378655,0.331852
