Region,Satellite,Product,Scene_Date,Cloud_Cover_Percent,NDVI_Threshold,Spatial_Records,Green_Cover_Area_ha,Processed_Area_ha,Green_Cover_Percent,Mean_NDVI,Min_NDVI,Max_NDVI,Data_Source
Nagpur,Sentinel-2,Sentinel-2 L2A,2026-05-12,0.0,0.3,61640,3994.64,61640.0,6.48,0.1393,-0.2491,0.585,Microsoft Planetary Computer Sentinel-2 L2A
