Region,Satellite,Product,Scene_Date,Cloud_Cover_Percent,B02_Mean,B03_Mean,B04_Mean,B08_Mean,NDVI_Mean,NDVI_Min,NDVI_Max,Vegetation_Percentage,Spatial_Records
Nagpur,Sentinel-2,Sentinel-2 L2A,2026-06-19,0.999142,0.176082,0.20266,0.227359,0.288608,0.119791,-0.173111,0.524362,1.529982,21046
