Latitude,Longitude,Mean_NDBI,Mean_NDVI,BuiltUp_Pixel_Count,Valid_Pixel_Count,BuiltUp_Fraction,BuiltUp_Percent,BuiltUp_Class,Scene_Date,Cloud_Cover_Percent,Satellite
21.181511,79.00069,0.1717,0.1085,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181522,79.001653,0.1748,0.1018,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181533,79.002616,0.1607,0.114,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181545,79.003578,0.1597,0.1044,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181556,79.004541,0.159,0.1294,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181567,79.005504,0.1687,0.1133,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181579,79.006467,0.1529,0.1257,76,100,0.76,76.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18159,79.00743,0.1596,0.11,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181601,79.008392,0.1912,0.0995,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181613,79.009355,0.1801,0.1062,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181624,79.010318,0.1751,0.1053,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181635,79.011281,0.1665,0.1006,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181647,79.012243,0.1619,0.0985,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181658,79.013206,0.1613,0.1205,90,100,0.9,90.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181669,79.014169,0.131,0.1886,7,100,0.07,7.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181681,79.015132,0.1258,0.1931,25,100,0.25,25.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.181692,79.016095,0.1661,0.1431,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181703,79.017057,0.1624,0.1395,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181715,79.01802,0.1666,0.1329,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181726,79.018983,0.1536,0.139,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.181737,79.019946,0.0267,0.2547,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181748,79.020909,-0.0306,0.0037,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.18176,79.021871,-0.0061,-0.0143,13,100,0.13,13.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181771,79.022834,-0.0033,0.0642,14,100,0.14,14.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181782,79.023797,-0.0098,0.0615,23,100,0.23,23.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.181794,79.02476,0.03,0.0896,14,100,0.14,14.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181805,79.025723,0.137,0.1477,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.181816,79.026685,0.1446,0.1596,29,100,0.29,29.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.181827,79.027648,0.0911,0.2172,9,100,0.09,9.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.181839,79.028611,0.1947,0.2404,0,76,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179985,78.948714,0.0306,-0.008,61,100,0.61,61.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179996,78.949676,0.1105,0.1062,58,100,0.58,58.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180008,78.950639,0.0806,0.1023,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18002,78.951602,0.0839,0.1124,45,100,0.45,45.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180031,78.952564,0.0854,0.0617,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180043,78.953527,0.0892,0.0268,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180055,78.95449,0.0923,0.0241,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180066,78.955453,0.0934,0.0161,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180078,78.956415,0.0821,0.0154,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180089,78.957378,0.0747,0.0139,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180101,78.958341,0.0881,0.0579,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180113,78.959304,0.0988,0.0786,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180124,78.960266,0.0757,0.103,48,100,0.48,48.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180136,78.961229,0.0726,0.1177,24,100,0.24,24.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180148,78.962192,0.0674,0.1309,20,100,0.2,20.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180159,78.963155,0.0455,0.1445,8,100,0.08,8.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180171,78.964117,0.0631,0.069,45,100,0.45,45.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180182,78.96508,0.0752,0.0711,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180194,78.966043,0.0819,0.0979,19,100,0.19,19.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180206,78.967006,0.091,0.0962,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180217,78.967968,0.0827,0.1063,13,100,0.13,13.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180229,78.968931,0.0732,0.1282,4,100,0.04,4.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.18024,78.969894,0.0839,0.11,30,100,0.3,30.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180252,78.970857,0.0862,0.0661,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180263,78.971819,0.0962,0.0674,86,100,0.86,86.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180275,78.972782,0.1147,0.0964,80,100,0.8,80.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180286,78.973745,0.096,0.0931,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180298,78.974708,0.0933,0.0809,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18031,78.97567,0.0788,0.0898,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180321,78.976633,0.0907,0.1095,39,100,0.39,39.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180333,78.977596,0.082,0.1291,58,100,0.58,58.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180344,78.978559,0.0991,0.1059,68,100,0.68,68.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180356,78.979521,0.1003,0.1021,78,100,0.78,78.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180367,78.980484,0.087,0.0784,67,100,0.67,67.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180379,78.981447,0.0818,0.0898,57,100,0.57,57.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18039,78.98241,0.1117,0.0918,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180402,78.983372,0.1128,0.0897,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180413,78.984335,0.1109,0.1044,70,100,0.7,70.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180425,78.985298,0.1047,0.131,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180436,78.986261,0.1208,0.1283,39,100,0.39,39.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180448,78.987224,0.1105,0.1298,48,100,0.48,48.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180459,78.988186,0.1172,0.1467,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.18047,78.989149,0.1251,0.1225,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180482,78.990112,0.1322,0.1174,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180493,78.991075,0.1465,0.1104,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180505,78.992037,0.1215,0.0843,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180516,78.993,0.1465,0.0896,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180528,78.993963,0.1947,0.0848,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180539,78.994926,0.1998,0.0826,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180551,78.995888,0.1895,0.0849,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180562,78.996851,0.1691,0.0904,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180573,78.997814,0.1602,0.1014,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180585,78.998777,0.1584,0.1195,85,100,0.85,85.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180596,78.999739,0.1586,0.1207,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180608,79.000702,0.1631,0.1035,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180619,79.001665,0.1584,0.128,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18063,79.002628,0.1474,0.1225,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180642,79.003591,0.1765,0.0935,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180653,79.004553,0.1819,0.1018,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180664,79.005516,0.1873,0.1053,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180676,79.006479,0.1818,0.1011,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180687,79.007442,0.1525,0.1312,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180698,79.008404,0.1611,0.1253,80,100,0.8,80.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18071,79.009367,0.1739,0.1095,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180721,79.01033,0.1662,0.1135,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180732,79.011293,0.1596,0.105,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180744,79.012256,0.1526,0.1141,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180755,79.013218,0.1471,0.1553,41,100,0.41,41.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180766,79.014181,0.1382,0.17,35,100,0.35,35.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180778,79.015144,0.1188,0.1899,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180789,79.016107,0.1431,0.1704,24,100,0.24,24.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.1808,79.017069,0.155,0.1574,47,100,0.47,47.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180812,79.018032,0.1545,0.1546,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180823,79.018995,0.1124,0.1698,35,100,0.35,35.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180834,79.019958,-0.0411,0.0761,11,100,0.11,11.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180845,79.020921,-0.0187,0.026,15,100,0.15,15.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180857,79.021883,0.0664,0.1402,5,100,0.05,5.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180868,79.022846,0.1299,0.168,36,100,0.36,36.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180879,79.023809,0.1118,0.186,12,100,0.12,12.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.180891,79.024772,0.1205,0.1732,27,100,0.27,27.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180902,79.025735,0.1505,0.1471,52,100,0.52,52.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180913,79.026697,0.1455,0.1339,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180924,79.02766,0.1412,0.1512,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.180936,79.028623,0.2828,0.1563,10,56,0.1786,17.86,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179082,78.948726,0.0557,0.0187,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179093,78.949689,0.0989,0.0883,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179105,78.950651,0.0917,0.0785,68,100,0.68,68.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179117,78.951614,0.0707,0.1025,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179128,78.952577,0.0636,0.1057,35,100,0.35,35.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.17914,78.95354,0.1026,0.0411,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179152,78.954502,0.0995,0.0505,91,100,0.91,91.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179163,78.955465,0.08,0.0159,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179175,78.956428,0.08,0.0228,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179186,78.957391,0.0888,0.0295,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179198,78.958353,0.1106,0.0848,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17921,78.959316,0.0985,0.0461,92,100,0.92,92.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179221,78.960279,0.1181,0.0583,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179233,78.961242,0.1476,0.0196,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179245,78.962204,0.1083,0.0588,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179256,78.963167,0.1027,0.1621,40,100,0.4,40.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179268,78.96413,0.0879,0.1489,15,100,0.15,15.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179279,78.965092,0.1081,0.1346,26,100,0.26,26.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179291,78.966055,0.0812,0.1088,26,100,0.26,26.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179303,78.967018,0.081,0.1159,10,100,0.1,10.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179314,78.967981,0.0918,0.0953,42,100,0.42,42.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179326,78.968943,0.0851,0.1267,3,100,0.03,3.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179337,78.969906,0.0815,0.0644,59,100,0.59,59.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179349,78.970869,0.0768,0.0164,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17936,78.971832,0.0911,0.0604,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179372,78.972794,0.1006,0.1066,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179383,78.973757,0.0732,0.1044,42,100,0.42,42.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179395,78.97472,0.0793,0.0735,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179407,78.975683,0.0803,0.0817,49,100,0.49,49.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179418,78.976645,0.0667,0.121,21,100,0.21,21.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.17943,78.977608,0.0693,0.1332,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179441,78.978571,0.1007,0.0953,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179453,78.979534,0.1094,0.0943,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179464,78.980496,0.0712,0.1277,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179476,78.981459,0.1183,0.0576,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179487,78.982422,0.1114,0.0761,78,100,0.78,78.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179499,78.983385,0.0989,0.113,57,100,0.57,57.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17951,78.984347,0.1063,0.1072,50,100,0.5,50.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179522,78.98531,0.141,0.1189,60,100,0.6,60.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179533,78.986273,0.1827,0.0673,81,100,0.81,81.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179545,78.987236,0.1625,0.0935,74,100,0.74,74.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179556,78.988198,0.132,0.1291,49,100,0.49,49.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179567,78.989161,0.1106,0.1015,67,100,0.67,67.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179579,78.990124,0.1009,0.0779,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17959,78.991087,0.1283,0.115,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179602,78.99205,0.1132,0.0795,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179613,78.993012,0.1584,0.0821,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179625,78.993975,0.1876,0.0872,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179636,78.994938,0.2062,0.0841,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179648,78.995901,0.2094,0.0832,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179659,78.996863,0.2121,0.0813,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17967,78.997826,0.1981,0.0834,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179682,78.998789,0.1705,0.1056,91,100,0.91,91.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179693,78.999752,0.1318,0.1432,43,100,0.43,43.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179705,79.000714,0.1391,0.1361,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179716,79.001677,0.164,0.113,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179727,79.00264,0.1774,0.0985,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179739,79.003603,0.1725,0.0994,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17975,79.004565,0.1829,0.1089,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179761,79.005528,0.1826,0.1058,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179773,79.006491,0.1784,0.1016,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179784,79.007454,0.1673,0.1212,90,100,0.9,90.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179795,79.008417,0.1187,0.1665,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179807,79.009379,0.1418,0.1661,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179818,79.010342,0.1393,0.1512,47,100,0.47,47.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179829,79.011305,0.1406,0.1325,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179841,79.012268,0.1432,0.155,37,100,0.37,37.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179852,79.01323,0.1588,0.1344,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179863,79.014193,0.1699,0.1082,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179875,79.015156,0.1712,0.1326,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179886,79.016119,0.1237,0.1953,29,100,0.29,29.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179897,79.017081,0.0455,0.2619,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179909,79.018044,0.024,0.2203,13,100,0.13,13.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.17992,79.019007,-0.0327,0.0728,16,100,0.16,16.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179931,79.01997,-0.029,0.0672,10,100,0.1,10.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179942,79.020933,0.0479,0.2203,4,100,0.04,4.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.179954,79.021895,0.1436,0.1638,39,100,0.39,39.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.179965,79.022858,0.1511,0.1135,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179976,79.023821,0.1574,0.1347,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179988,79.024784,0.1558,0.1321,91,100,0.91,91.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.179999,79.025746,0.1616,0.106,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.18001,79.026709,0.159,0.0873,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180021,79.027672,0.137,0.0884,90,100,0.9,90.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.180032,79.028635,1.0,,0,14,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.178179,78.948738,0.093,0.0329,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17819,78.949701,0.1026,0.0549,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178202,78.950664,0.0848,0.0547,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178214,78.951627,0.0895,0.085,60,100,0.6,60.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178225,78.952589,0.0894,0.0824,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178237,78.953552,0.0828,0.0865,45,100,0.45,45.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.178249,78.954515,0.1016,0.0739,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17826,78.955478,0.0953,0.0322,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178272,78.95644,0.0722,0.0158,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178284,78.957403,0.1035,0.0395,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178295,78.958366,0.126,0.0719,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178307,78.959328,0.1184,0.0629,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178318,78.960291,0.0978,0.0562,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17833,78.961254,0.1324,0.0423,87,100,0.87,87.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178342,78.962217,0.1273,0.0878,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178353,78.963179,0.1073,0.097,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178365,78.964142,0.123,0.0874,89,100,0.89,89.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178376,78.965105,0.1007,0.1174,41,100,0.41,41.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.178388,78.966068,0.0855,0.0883,54,100,0.54,54.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.1784,78.96703,0.0781,0.0747,60,100,0.6,60.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178411,78.967993,0.0815,0.104,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.178423,78.968956,0.0973,0.0879,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178434,78.969919,0.0745,0.0745,54,100,0.54,54.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178446,78.970881,0.086,0.0565,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178457,78.971844,0.0983,0.0785,72,100,0.72,72.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178469,78.972807,0.099,0.0814,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178481,78.97377,0.0802,0.0669,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178492,78.974732,0.0648,0.0614,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178504,78.975695,0.0851,0.0782,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178515,78.976658,0.0327,0.1701,7,100,0.07,7.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.178527,78.97762,0.0636,0.1485,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178538,78.978583,0.0765,0.1232,16,100,0.16,16.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.17855,78.979546,0.1098,0.1202,37,100,0.37,37.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.178561,78.980509,0.1567,0.0066,87,100,0.87,87.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178573,78.981471,0.2101,0.0086,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178584,78.982434,0.156,0.0564,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178596,78.983397,0.0727,0.1774,11,100,0.11,11.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.178607,78.98436,0.1097,0.1259,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178619,78.985322,0.2077,0.0615,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.17863,78.986285,0.2742,0.0104,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178642,78.987248,0.1791,0.0523,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178653,78.988211,0.1555,0.0928,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.178664,78.989173,0.1312,0.1112,85,100,0.85,85.0,High Built-up,2026-06-19,1.0,Sentinel-2
