Latitude,Longitude,Mean_NDBI,Mean_NDVI,BuiltUp_Pixel_Count,Valid_Pixel_Count,BuiltUp_Fraction,BuiltUp_Percent,BuiltUp_Class,Scene_Date,Cloud_Cover_Percent,Satellite
21.245347,78.97671,0.1033,0.0818,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245358,78.977673,0.1083,0.077,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24537,78.978636,0.079,0.1245,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245382,78.979599,0.0454,0.1379,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245393,78.980563,0.0353,0.2409,4,100,0.04,4.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245405,78.981526,0.0744,0.1673,18,100,0.18,18.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245416,78.982489,0.0519,0.2075,3,100,0.03,3.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245428,78.983452,0.0698,0.1659,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245439,78.984415,0.0758,0.1364,43,100,0.43,43.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245451,78.985378,0.1031,0.0838,81,100,0.81,81.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245462,78.986342,0.0934,0.1543,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245474,78.987305,0.1075,0.1397,27,100,0.27,27.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245485,78.988268,0.0533,0.1653,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245497,78.989231,0.0186,0.2581,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245508,78.990194,0.0947,0.1184,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24552,78.991158,0.1159,0.0824,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245531,78.992121,0.0974,0.0989,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245543,78.993084,0.0858,0.1306,45,100,0.45,45.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245554,78.994047,0.0804,0.1558,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245566,78.99501,0.0579,0.2056,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245577,78.995973,0.0508,0.2134,3,100,0.03,3.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245588,78.996937,0.0855,0.1069,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.2456,78.9979,0.0638,0.1365,11,100,0.11,11.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245611,78.998863,0.0364,0.1895,18,100,0.18,18.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245623,78.999826,0.0693,0.1464,3,100,0.03,3.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245634,79.000789,0.1036,0.1461,6,100,0.06,6.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245646,79.001753,0.1149,0.1094,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245657,79.002716,0.1198,0.0706,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245668,79.003679,0.1146,0.0676,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24568,79.004642,0.1087,0.0606,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245691,79.005605,0.1151,0.0667,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245703,79.006569,0.1205,0.0691,100,100,1.0,100.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245714,79.007532,0.0645,0.1354,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245725,79.008495,0.052,0.1542,25,100,0.25,25.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245737,79.009458,0.102,0.0803,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245748,79.010421,0.0687,0.1576,18,100,0.18,18.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245759,79.011385,0.076,0.1056,52,100,0.52,52.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245771,79.012348,0.0897,0.1095,55,100,0.55,55.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245782,79.013311,0.1157,0.0955,67,100,0.67,67.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245794,79.014274,0.094,0.1225,41,100,0.41,41.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245805,79.015237,0.1093,0.0699,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245816,79.016201,0.1142,0.0728,92,100,0.92,92.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245828,79.017164,0.1158,0.0835,86,100,0.86,86.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245839,79.018127,0.121,0.0927,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24585,79.01909,0.108,0.1315,28,100,0.28,28.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245861,79.020053,0.1176,0.102,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245873,79.021017,0.0755,0.1996,6,100,0.06,6.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245884,79.02198,0.0817,0.1958,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245895,79.022943,0.0615,0.2386,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245907,79.023906,0.069,0.2338,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245918,79.024869,0.086,0.1848,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245929,79.025833,0.0656,0.1821,10,100,0.1,10.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245941,79.026796,0.1014,0.0954,80,100,0.8,80.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245952,79.027759,0.1202,0.0984,69,100,0.69,69.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245963,79.028722,0.1192,0.1235,42,100,0.42,42.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245974,79.029686,0.1294,0.0822,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245986,79.030649,0.1271,0.0769,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245997,79.031612,0.1192,0.0797,89,100,0.89,89.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246008,79.032575,0.1191,0.0959,85,100,0.85,85.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246019,79.033538,0.0806,0.1415,29,100,0.29,29.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.246031,79.034502,0.0567,0.1623,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.246042,79.035465,0.1045,0.0819,78,100,0.78,78.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246053,79.036428,0.1337,0.1062,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246064,79.037391,0.0679,0.1905,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.246075,79.038354,0.1123,0.1344,54,100,0.54,54.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246087,79.039318,0.1312,0.1194,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246098,79.040281,0.1155,0.1131,65,100,0.65,65.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246109,79.041244,0.0982,0.1175,54,100,0.54,54.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24612,79.042207,0.1198,0.0842,81,100,0.81,81.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246131,79.043171,0.1146,0.0842,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246143,79.044134,0.1024,0.1162,52,100,0.52,52.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.246154,79.045097,0.2497,0.1336,13,68,0.1912,19.12,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244095,78.947827,0.1313,0.0853,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244106,78.94879,0.1238,0.1019,71,100,0.71,71.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244118,78.949754,0.1386,0.1161,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24413,78.950717,0.1225,0.1394,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244142,78.95168,0.0089,0.2539,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244153,78.952643,-0.0024,0.2525,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244165,78.953606,-0.0144,0.2585,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244177,78.954569,0.0454,0.1926,14,100,0.14,14.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244188,78.955533,0.1008,0.1312,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.2442,78.956496,0.0998,0.1043,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244212,78.957459,0.1248,0.0831,92,100,0.92,92.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244223,78.958422,0.0933,0.1164,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244235,78.959385,0.1222,0.0944,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244247,78.960348,0.1139,0.1093,74,100,0.74,74.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244258,78.961311,0.1127,0.1034,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24427,78.962275,0.0996,0.0907,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244282,78.963238,0.0825,0.1152,52,100,0.52,52.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244293,78.964201,0.0954,0.1167,50,100,0.5,50.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244305,78.965164,0.1179,0.084,92,100,0.92,92.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244316,78.966127,0.0747,0.128,33,100,0.33,33.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244328,78.96709,0.0872,0.1215,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24434,78.968054,0.0748,0.1539,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244351,78.969017,0.0674,0.1687,40,100,0.4,40.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244363,78.96998,0.0579,0.1762,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244374,78.970943,0.1102,0.0899,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244386,78.971906,0.115,0.0811,87,100,0.87,87.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244398,78.972869,0.1085,0.0871,80,100,0.8,80.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244409,78.973833,0.1144,0.0881,78,100,0.78,78.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244421,78.974796,0.0855,0.1257,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244432,78.975759,0.061,0.1498,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244444,78.976722,0.0311,0.1894,20,100,0.2,20.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244455,78.977685,-0.0393,0.308,12,100,0.12,12.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244467,78.978648,-0.0148,0.277,20,100,0.2,20.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244479,78.979612,0.0714,0.167,22,100,0.22,22.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.24449,78.980575,0.0769,0.145,43,100,0.43,43.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244502,78.981538,0.0783,0.1376,43,100,0.43,43.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244513,78.982501,-0.0078,0.2858,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244525,78.983464,0.0416,0.178,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244536,78.984428,0.0786,0.1123,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244548,78.985391,0.0978,0.0752,90,100,0.9,90.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244559,78.986354,0.0968,0.1213,37,100,0.37,37.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244571,78.987317,0.1401,0.1089,86,100,0.86,86.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244582,78.98828,0.1044,0.0704,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244594,78.989243,0.1134,0.0785,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244605,78.990207,0.1102,0.0821,90,100,0.9,90.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244617,78.99117,0.1162,0.0787,89,100,0.89,89.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244628,78.992133,0.0958,0.1038,61,100,0.61,61.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24464,78.993096,0.096,0.0966,70,100,0.7,70.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244651,78.994059,0.0891,0.1149,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244663,78.995023,0.0539,0.197,8,100,0.08,8.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244674,78.995986,0.0616,0.1989,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244685,78.996949,0.0618,0.1506,29,100,0.29,29.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244697,78.997912,0.0142,0.19,13,100,0.13,13.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244708,78.998875,-0.006,0.2345,5,100,0.05,5.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.24472,78.999838,0.0729,0.1323,20,100,0.2,20.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244731,79.000802,0.0988,0.0828,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244743,79.001765,0.0925,0.1017,47,100,0.47,47.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244754,79.002728,0.1111,0.0896,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244765,79.003691,0.1056,0.0696,93,100,0.93,93.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244777,79.004654,0.1092,0.0796,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244788,79.005618,0.1146,0.0772,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.2448,79.006581,0.1089,0.0685,96,100,0.96,96.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244811,79.007544,0.0962,0.0962,61,100,0.61,61.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244822,79.008507,0.0694,0.1361,14,100,0.14,14.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244834,79.00947,0.0674,0.1597,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244845,79.010434,0.0421,0.1963,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244856,79.011397,0.0852,0.143,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244868,79.01236,0.0936,0.1441,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244879,79.013323,0.0895,0.1783,9,100,0.09,9.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244891,79.014286,0.0848,0.133,56,100,0.56,56.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244902,79.01525,0.0292,0.2414,17,100,0.17,17.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244913,79.016213,0.1146,0.1028,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244925,79.017176,0.1237,0.0925,83,100,0.83,83.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.244936,79.018139,0.1058,0.1593,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244947,79.019102,0.1025,0.1653,2,100,0.02,2.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244959,79.020066,0.1007,0.1523,7,100,0.07,7.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.24497,79.021029,0.1057,0.1388,20,100,0.2,20.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.244981,79.021992,0.1004,0.179,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.244992,79.022955,0.0836,0.2015,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245004,79.023918,0.0636,0.2409,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245015,79.024882,0.0362,0.2729,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.245026,79.025845,0.0285,0.2301,30,100,0.3,30.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245038,79.026808,0.1201,0.0784,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245049,79.027771,0.1222,0.0831,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24506,79.028734,0.1262,0.0799,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245071,79.029698,0.1251,0.0711,99,100,0.99,99.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245083,79.030661,0.1171,0.0667,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245094,79.031624,0.1056,0.1138,59,100,0.59,59.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245105,79.032587,0.144,0.1295,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245116,79.03355,0.0938,0.0983,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245128,79.034514,0.0361,0.2058,24,100,0.24,24.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245139,79.035477,0.0905,0.0997,81,100,0.81,81.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24515,79.03644,0.1157,0.1228,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245161,79.037403,0.1008,0.1607,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245172,79.038366,0.1048,0.1535,38,100,0.38,38.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245184,79.03933,0.1135,0.1269,74,100,0.74,74.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245195,79.040293,0.1439,0.0921,94,100,0.94,94.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.245206,79.041256,0.1159,0.1316,41,100,0.41,41.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245217,79.042219,0.1166,0.1571,24,100,0.24,24.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245228,79.043182,0.1201,0.0732,97,100,0.97,97.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24524,79.044146,0.0891,0.1394,44,100,0.44,44.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.245251,79.045109,0.4052,0.1563,3,38,0.0789,7.89,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243192,78.94784,0.119,0.1191,62,100,0.62,62.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243203,78.948803,0.1182,0.1105,67,100,0.67,67.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243215,78.949766,0.1101,0.1361,53,100,0.53,53.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243227,78.950729,0.0949,0.1571,19,100,0.19,19.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243239,78.951692,-0.012,0.2754,1,100,0.01,1.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.24325,78.952656,0.0095,0.2392,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243262,78.953619,0.0301,0.2014,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243274,78.954582,0.0305,0.2029,4,100,0.04,4.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243285,78.955545,0.1234,0.0943,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243297,78.956508,0.1222,0.0846,87,100,0.87,87.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243309,78.957471,0.1217,0.0819,85,100,0.85,85.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24332,78.958434,0.1126,0.0841,84,100,0.84,84.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243332,78.959398,0.1187,0.1008,75,100,0.75,75.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243344,78.960361,0.1325,0.0739,98,100,0.98,98.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243355,78.961324,0.1168,0.0956,77,100,0.77,77.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243367,78.962287,0.0998,0.096,73,100,0.73,73.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243379,78.96325,0.0503,0.1582,24,100,0.24,24.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.24339,78.964213,0.0476,0.1567,22,100,0.22,22.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243402,78.965177,0.0795,0.1319,47,100,0.47,47.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243413,78.96614,0.0369,0.2327,2,100,0.02,2.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243425,78.967103,0.0423,0.1773,47,100,0.47,47.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243437,78.968066,0.0955,0.1049,72,100,0.72,72.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243448,78.969029,0.1202,0.0947,81,100,0.81,81.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24346,78.969992,0.1117,0.1086,70,100,0.7,70.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243471,78.970956,0.1069,0.1191,67,100,0.67,67.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243483,78.971919,0.0946,0.1287,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243495,78.972882,0.1104,0.0831,86,100,0.86,86.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243506,78.973845,0.0338,0.1981,28,100,0.28,28.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243518,78.974808,0.0655,0.1578,23,100,0.23,23.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243529,78.975771,0.0911,0.1192,43,100,0.43,43.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243541,78.976734,0.0477,0.1788,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243552,78.977698,-0.0263,0.285,6,100,0.06,6.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243564,78.978661,0.052,0.1728,5,100,0.05,5.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243576,78.979624,0.0363,0.1867,21,100,0.21,21.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243587,78.980587,0.0394,0.1784,34,100,0.34,34.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243599,78.98155,0.0547,0.1739,13,100,0.13,13.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.24361,78.982513,0.0781,0.1697,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243622,78.983477,0.0913,0.0925,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243633,78.98444,0.0393,0.1799,50,100,0.5,50.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243645,78.985403,0.0572,0.1745,31,100,0.31,31.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243656,78.986366,0.099,0.1442,7,100,0.07,7.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243668,78.987329,0.1191,0.113,61,100,0.61,61.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243679,78.988293,0.0994,0.0866,72,100,0.72,72.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243691,78.989256,0.109,0.085,86,100,0.86,86.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243702,78.990219,0.0893,0.1158,63,100,0.63,63.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243714,78.991182,0.0936,0.1323,25,100,0.25,25.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243725,78.992145,0.0746,0.2045,5,100,0.05,5.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243737,78.993108,0.0825,0.1613,7,100,0.07,7.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243748,78.994072,0.0837,0.1244,32,100,0.32,32.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.24376,78.995035,0.0525,0.1644,4,100,0.04,4.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243771,78.995998,0.0525,0.157,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243782,78.996961,0.0729,0.1054,51,100,0.51,51.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243794,78.997924,0.0507,0.1442,17,100,0.17,17.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243805,78.998887,0.0317,0.1813,25,100,0.25,25.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243817,78.999851,0.0975,0.082,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243828,79.000814,0.0993,0.0771,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.24384,79.001777,0.0991,0.0824,82,100,0.82,82.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243851,79.00274,0.0982,0.1233,41,100,0.41,41.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243862,79.003703,0.0148,0.202,2,100,0.02,2.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243874,79.004667,0.1025,0.0965,64,100,0.64,64.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243885,79.00563,0.1077,0.0791,88,100,0.88,88.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243897,79.006593,0.0963,0.0789,79,100,0.79,79.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243908,79.007556,0.0925,0.081,78,100,0.78,78.0,High Built-up,2026-06-19,1.0,Sentinel-2
21.243919,79.008519,0.0638,0.181,26,100,0.26,26.0,Moderate Built-up,2026-06-19,1.0,Sentinel-2
21.243931,79.009482,0.0392,0.2667,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
21.243942,79.010446,-0.0809,0.4045,0,100,0.0,0.0,Low Built-up,2026-06-19,1.0,Sentinel-2
