osmid,highway,oneway,reversed,length,name,ref,lanes,bridge,geometry,access,maxspeed,junction,tunnel,width,Latitude,Longitude,Region
314568289,residential,False,False,25.229634,,,,,"LINESTRING (79.097477 21.108088, 79.09754 21.108059, 79.097695 21.107987)",,,,,,21.108038,79.097586,South
314573571,residential,False,False,65.86933,,,,,"LINESTRING (79.097477 21.108088, 79.097705 21.10859, 79.097723 21.108634)",,,,,,21.10836,79.097601,South
314568289,residential,False,True,15.915897,,,,,"LINESTRING (79.097834 21.107926, 79.097695 21.107987)",,,,,,21.107957,79.097765,South
314573559,residential,False,False,41.238599,,,,,"LINESTRING (79.097834 21.107926, 79.097681 21.107584)",,,,,,21.107755,79.097758,South
314568289,residential,False,False,102.75795,,,,,"LINESTRING (79.097834 21.107926, 79.098251 21.107791, 79.09879 21.107694)",,,,,,21.107794,79.098307,South
314573571,residential,False,True,100.843977,,,,,"LINESTRING (79.097834 21.107926, 79.097944 21.108162, 79.098006 21.10845, 79.097998 21.108529, 79.097723 21.108634)",,,,,,21.108332,79.097918,South
314573601,residential,False,True,48.462871,,,,,"LINESTRING (79.100119 21.1106, 79.099666 21.110709)",,,,,,21.110655,79.099893,South
314573600,residential,False,True,44.640671,,,,,"LINESTRING (79.09285 21.111668, 79.092421 21.111701)",,,,,,21.111685,79.092635,Central
314573537,residential,False,False,63.039701,,,,,"LINESTRING (79.09285 21.111668, 79.092808 21.111221, 79.092813 21.111173, 79.092843 21.111143, 79.092859 21.111118)",,,,,,21.111387,79.092828,Central
314573537,residential,False,True,127.418323,,,,,"LINESTRING (79.09285 21.111668, 79.092857 21.111746, 79.092956 21.11281)",,,,,,21.112239,79.092903,Central
314573607,residential,False,False,133.676966,,,,,"LINESTRING (79.090751 21.106905, 79.090937 21.108094)",,,,,,21.107499,79.090844,South
314573607,residential,False,True,25.663874,,,,,"LINESTRING (79.090751 21.106905, 79.090505 21.106935)",,,,,,21.10692,79.090628,South
993970480,residential,False,True,44.170595,,,,,"LINESTRING (79.090751 21.106905, 79.091176 21.106896)",,,,,,21.1069,79.090963,South
314568433,residential,False,False,25.167597,,,,,"LINESTRING (79.096405 21.110708, 79.096164 21.110734)",,,,,,21.110721,79.096284,Central
314568433,residential,False,True,94.305046,,,,,"LINESTRING (79.096405 21.110708, 79.097308 21.110613)",,,,,,21.110661,79.096856,South
314573631,residential,False,True,89.502447,,,,,"LINESTRING (79.096405 21.110708, 79.096446 21.111512)",,,,,,21.111111,79.096425,Central
314573596,residential,False,False,10.969406,,,,,"LINESTRING (79.090023 21.112041, 79.090116 21.111994)",,,,,,21.112017,79.090069,Central
505460907,secondary,True,False,17.623387,Rameshwari Road,,,,"LINESTRING (79.090023 21.112041, 79.090101 21.112182)",,,,,,21.112111,79.090062,Central
314573595,residential,False,True,65.616722,,,,,"LINESTRING (79.090886 21.112273, 79.090598 21.111748)",,,,,,21.112011,79.090742,Central
314573611,residential,False,False,58.903079,,,,,"LINESTRING (79.090886 21.112273, 79.090385 21.112523)",,,,,,21.112398,79.090635,Central
314573611,residential,False,True,33.955409,,,,,"LINESTRING (79.090886 21.112273, 79.091175 21.112131)",,,,,,21.112202,79.091031,Central
314573595,residential,False,False,153.117177,,,,,"LINESTRING (79.090886 21.112273, 79.091304 21.113016, 79.090805 21.113287)",,,,,,21.112843,79.091079,Central
314573613,residential,False,True,109.137732,,,,,"LINESTRING (79.092138 21.106991, 79.092228 21.107969)",,,,,,21.10748,79.092183,South
314573613,residential,False,False,148.855265,,,,,"LINESTRING (79.092138 21.106991, 79.092089 21.106399, 79.092 21.105659)",,,,,,21.106324,79.092075,South
"[1304799709, 314573590]","['living_street', 'residential']",False,True,86.604366,,,,,"LINESTRING (79.092138 21.106991, 79.092013 21.106988, 79.09199 21.106981, 79.091975 21.106966, 79.091908 21.106487, 79.091902 21.106466, 79.091882 21.106465, 79.09178 21.106459)",,,,,,21.106734,79.091949,South
314573527,residential,False,True,41.384459,,,,,"LINESTRING (79.097277 21.106728, 79.097442 21.107067)",,,,,,21.106898,79.097359,South
314573603,residential,False,False,43.570545,,,,,"LINESTRING (79.097277 21.106728, 79.097659 21.106565)",,,,,,21.106647,79.097468,South
993959474,residential,False,False,52.563842,,,,,"LINESTRING (79.097277 21.106728, 79.097099 21.106286)",,,,,,21.106507,79.097188,South
314573603,residential,False,True,36.623729,,,,,"LINESTRING (79.097277 21.106728, 79.097244 21.106742, 79.096961 21.106876)",,,,,,21.106801,79.097119,South
993978275,residential,False,True,68.464857,,,,,"LINESTRING (79.095335 21.111446, 79.09534 21.11083)",,,,,,21.111138,79.095337,Central
314573645,residential,False,False,75.890355,,,,,"LINESTRING (79.095335 21.111446, 79.095378 21.111401, 79.09603 21.111271)",,,,,,21.111344,79.095673,Central
314573645,residential,False,True,36.034742,,,,,"LINESTRING (79.095335 21.111446, 79.095324 21.111511, 79.095324 21.111581, 79.095333 21.111769)",,,,,,21.111607,79.095328,Central
314573589,residential,False,True,5.677484,,,,,"LINESTRING (79.094492 21.105639, 79.094437 21.105645)",,,,,,21.105642,79.094465,South
1009783491,tertiary,True,False,18.411995,,,,,"LINESTRING (79.094492 21.105639, 79.094468 21.105475)",,,,,,21.105557,79.09448,South
314573648,residential,False,False,34.164263,,,,,"LINESTRING (79.092978 21.107889, 79.092651 21.107924)",,,,,,21.107906,79.092815,South
314573648,residential,False,True,36.44136,,,,,"LINESTRING (79.092978 21.107889, 79.093327 21.107851)",,,,,,21.10787,79.093153,South
314573569,residential,False,True,256.68605,,,,,"LINESTRING (79.092978 21.107889, 79.092949 21.10756, 79.092847 21.106432, 79.092738 21.105592)",,,,,,21.106739,79.092869,South
314573576,residential,False,False,310.285487,,,,,"LINESTRING (79.092978 21.107889, 79.093148 21.109121, 79.093184 21.109522, 79.093213 21.11036, 79.093244 21.110666)",,,,,,21.109275,79.093137,South
314573596,residential,False,False,19.544925,,,,,"LINESTRING (79.091161 21.111464, 79.091326 21.111381)",,,,,,21.111423,79.091244,Central
314573596,residential,False,True,33.85905,,,,,"LINESTRING (79.091161 21.111464, 79.090873 21.111609)",,,,,,21.111537,79.091017,Central
314573611,residential,False,False,66.202726,,,,,"LINESTRING (79.091161 21.111464, 79.091452 21.111994)",,,,,,21.111729,79.091306,Central
314573611,residential,False,True,64.303082,,,,,"LINESTRING (79.091161 21.111464, 79.090891 21.110944)",,,,,,21.111204,79.091026,Central
314573596,residential,False,False,58.094469,,,,,"LINESTRING (79.091326 21.111381, 79.091074 21.110915)",,,,,,21.111148,79.0912,Central
314573596,residential,False,True,19.544925,,,,,"LINESTRING (79.091326 21.111381, 79.091161 21.111464)",,,,,,21.111423,79.091244,Central
314573567,residential,False,False,38.20507,,,,,"LINESTRING (79.091326 21.111381, 79.09148 21.111316, 79.091578 21.111273, 79.091664 21.111244)",,,,,,21.11131,79.091494,Central
314573585,residential,False,False,86.121363,,,,,"LINESTRING (79.091326 21.111381, 79.09162 21.111914, 79.091452 21.111994)",,,,,,21.111717,79.091487,Central
314575440,residential,False,False,89.728597,,,,,"LINESTRING (79.07135 21.102333, 79.071154 21.101547)",,,,,,21.10194,79.071252,South
93470280,residential,False,False,39.736929,Gopal Nagar Road,,,,"LINESTRING (79.052008 21.117044, 79.051926 21.116695)",,,,,,21.11687,79.051967,West
371683960,residential,False,True,41.522281,,,,,"LINESTRING (79.052008 21.117044, 79.051608 21.117056)",,,,,,21.11705,79.051808,West
93470280,residential,False,True,38.617778,Gopal Nagar Road,,,,"LINESTRING (79.052008 21.117044, 79.052059 21.11726, 79.052147 21.117356)",,,,,,21.117209,79.052059,West
314573766,residential,False,True,52.538288,,,,,"LINESTRING (79.051608 21.117056, 79.051521 21.116591)",,,,,,21.116823,79.051564,West
371683960,residential,False,False,41.522281,,,,,"LINESTRING (79.051608 21.117056, 79.052008 21.117044)",,,,,,21.11705,79.051808,West
872978935,residential,False,False,100.964821,,,,,"LINESTRING (79.051608 21.117056, 79.051644 21.117464, 79.051634 21.117495, 79.051614 21.117519, 79.051558 21.117551, 79.051472 21.117569, 79.051298 21.117571, 79.051161 21.117549)",,,,,,21.117421,79.051513,West
93470297,residential,False,False,67.784583,,,,,"LINESTRING (79.055518 21.117458, 79.056157 21.117333)",,,,,,21.117395,79.055837,West
93470297,residential,False,True,41.015621,,,,,"LINESTRING (79.055518 21.117458, 79.055131 21.117534)",,,,,,21.117496,79.055324,West
314573759,residential,False,False,163.419569,,,,,"LINESTRING (79.055518 21.117458, 79.055713 21.118067, 79.055846 21.118285, 79.056014 21.118846)",,,,,,21.118152,79.055768,West
1258625021,residential,False,True,66.85262,,,,,"LINESTRING (79.0509 21.117126, 79.050255 21.117126)",,,,,,21.117126,79.050577,West
314573766,residential,False,False,52.538288,,,,,"LINESTRING (79.051521 21.116591, 79.051608 21.117056)",,,,,,21.116823,79.051564,West
872978938,residential,False,False,35.838253,,,,,"LINESTRING (79.051521 21.116591, 79.051465 21.116272)",,,,,,21.116432,79.051493,West
314573766,residential,False,True,146.497105,,,,,"LINESTRING (79.051521 21.116591, 79.050488 21.116766, 79.050436 21.116431)",,,,,,21.116658,79.050866,West
314573763,residential,False,True,25.98662,,,,,"LINESTRING (79.049256 21.117698, 79.04949 21.117616)",,,,,,21.117657,79.049373,West
320016422,residential,False,True,34.633969,,,,,"LINESTRING (79.049256 21.117698, 79.0492 21.117391)",,,,,,21.117545,79.049228,West
320016422,residential,False,False,175.164505,,,,,"LINESTRING (79.049256 21.117698, 79.049249 21.117772, 79.049225 21.117804, 79.048841 21.117879, 79.04861 21.117857, 79.047672 21.117947)",,,,,,21.117872,79.048507,West
1305186315,residential,False,False,18.043038,,,,,"LINESTRING (79.050881 21.121433, 79.050848 21.121274)",,,,,,21.121353,79.050865,West
1454151249,residential,False,False,10.943447,,,,,"LINESTRING (79.050881 21.121433, 79.050898 21.12153)",,,,,,21.121482,79.05089,West
27082729,secondary,True,False,121.531771,South Ambazari Road,,2,,"LINESTRING (79.050881 21.121433, 79.050671 21.121447, 79.050047 21.121492, 79.049798 21.121531, 79.049717 21.121547)",,,,,,21.121478,79.050298,West
93470272,residential,False,True,71.96768,,,,,"LINESTRING (79.050255 21.117126, 79.050176 21.116483)",,,,,,21.116804,79.050215,West
1258625021,residential,False,False,66.85262,,,,,"LINESTRING (79.050255 21.117126, 79.0509 21.117126)",,,,,,21.117126,79.050577,West
"[93470272, 872978935, 872978936]",residential,False,"[False, True]",131.658944,,,,,"LINESTRING (79.050255 21.117126, 79.050308 21.117483, 79.05032 21.117502, 79.050343 21.117514, 79.050906 21.117479, 79.050971 21.117481, 79.051083 21.117524, 79.051161 21.117549)",,,,,,21.117441,79.050595,West
262682409,residential,False,True,27.622813,,,,,"LINESTRING (79.050436 21.116431, 79.050176 21.116483)",,,,,,21.116457,79.050306,West
262682409,residential,False,False,55.808865,,,,,"LINESTRING (79.050436 21.116431, 79.05073 21.116402, 79.050971 21.116374)",,,,,,21.116404,79.050704,West
314573766,residential,False,False,146.497105,,,,,"LINESTRING (79.050436 21.116431, 79.050488 21.116766, 79.051521 21.116591)",,,,,,21.116658,79.050866,West
262644754,residential,False,True,65.74085,,,,,"LINESTRING (79.056014 21.118846, 79.056606 21.118634)",,,,,,21.11874,79.05631,West
262644754,residential,False,False,85.545978,,,,,"LINESTRING (79.056014 21.118846, 79.055575 21.119004, 79.055227 21.119064)",,,,,,21.118972,79.055625,West
314573759,residential,False,True,163.419569,,,,,"LINESTRING (79.056014 21.118846, 79.055846 21.118285, 79.055713 21.118067, 79.055518 21.117458)",,,,,,21.118152,79.055768,West
143288058,primary,False,False,59.772462,,,,,"LINESTRING (79.06972 21.185977, 79.06979 21.18651)",,,,,,21.186243,79.069755,North
143288058,primary,False,True,11.584978,,,,,"LINESTRING (79.06972 21.185977, 79.069706 21.185873)",,,,,,21.185925,79.069713,North
314573995,residential,False,True,78.714449,,,,,"LINESTRING (79.06972 21.185977, 79.06965 21.185985, 79.069454 21.186007, 79.069287 21.18606, 79.06918 21.186042, 79.068974 21.186029)",,,,,,21.186022,79.069347,North
314573974,residential,False,False,52.438389,,,,,"LINESTRING (79.068922 21.185817, 79.068982 21.18577, 79.069086 21.185752, 79.069159 21.18573, 79.069145 21.185632, 79.06914 21.185502)",,,,,,21.185693,79.069089,North
314573995,residential,False,False,24.174732,,,,,"LINESTRING (79.068922 21.185817, 79.068961 21.185959, 79.068974 21.186029)",,,,,,21.185923,79.06895,North
314573995,residential,False,True,120.604294,,,,,"LINESTRING (79.068922 21.185817, 79.068802 21.185817, 79.068676 21.185805, 79.068526 21.18582, 79.068354 21.18583, 79.068263 21.185855, 79.068145 21.185895, 79.067995 21.18588, 79.067855 21.18589, 79.067774 21.185897)",,,,,,21.185848,79.068347,North
314573985,residential,False,False,139.543084,,,,,"LINESTRING (79.066201 21.18485, 79.066428 21.18477, 79.066689 21.184696, 79.067005 21.184634, 79.067354 21.184564, 79.0675 21.184532)",,,,,,21.184674,79.066846,North
314573988,residential,False,False,130.700522,,,,,"LINESTRING (79.066201 21.18485, 79.066109 21.184846, 79.065832 21.184853, 79.064941 21.18482)",,,,,,21.18484,79.065571,North
314574015,residential,False,False,24.205714,,,,,"LINESTRING (79.066201 21.18485, 79.066263 21.184652, 79.066263 21.184641)",,,,,,21.184746,79.066234,North
314574015,residential,False,True,37.980351,,,,,"LINESTRING (79.066201 21.18485, 79.066209 21.184986, 79.066164 21.185187)",,,,,,21.185019,79.066194,North
314573964,residential,False,False,39.176443,,,,,"LINESTRING (79.06891 21.184114, 79.068534 21.184149)",,,,,,21.184131,79.068722,North
314573964,residential,False,True,42.145498,,,,,"LINESTRING (79.06891 21.184114, 79.06889 21.183735)",,,,,,21.183924,79.0689,North
314573966,residential,False,False,44.382045,,,,,"LINESTRING (79.06891 21.184114, 79.068942 21.184304, 79.068958 21.18451)",,,,,,21.184311,79.068938,North
314573965,residential,False,False,34.598014,,,,,"LINESTRING (79.068043 21.185506, 79.067716 21.185566)",,,,,,21.185536,79.06788,North
314573989,residential,False,False,38.017847,,,,,"LINESTRING (79.068043 21.185506, 79.068006 21.185166)",,,,,,21.185336,79.068024,North
314573989,residential,False,True,79.421372,,,,,"LINESTRING (79.068043 21.185506, 79.068805 21.185427)",,,,,,21.185467,79.068424,North
314574015,residential,False,False,45.914354,,,,,"LINESTRING (79.066263 21.184641, 79.066304 21.18423)",,,,,,21.184435,79.066284,North
314574000,residential,False,False,132.044196,,,,,"LINESTRING (79.066263 21.184641, 79.066109 21.18464, 79.065774 21.184626, 79.065578 21.184619, 79.065439 21.184619, 79.065318 21.184619, 79.06499 21.1846)",,,,,,21.184623,79.065627,North
314574015,residential,False,True,24.205714,,,,,"LINESTRING (79.066263 21.184641, 79.066263 21.184652, 79.066201 21.18485)",,,,,,21.184746,79.066234,North
314573966,residential,False,False,45.540847,,,,,"LINESTRING (79.068577 21.184557, 79.068534 21.184149)",,,,,,21.184353,79.068555,North
314573966,residential,False,True,39.931695,,,,,"LINESTRING (79.068577 21.184557, 79.068958 21.18451)",,,,,,21.184533,79.068768,North
314573968,residential,False,False,17.000071,,,,,"LINESTRING (79.068577 21.184557, 79.068612 21.184706)",,,,,,21.184632,79.068594,North
314574063,residential,False,True,39.199721,,,,,"LINESTRING (79.126957 21.12952, 79.126582 21.12948)",,,,,,21.129501,79.12677,East
314574067,residential,False,False,40.280854,,,,,"LINESTRING (79.126957 21.12952, 79.127346 21.129527)",,,,,,21.129524,79.127152,East
314574063,residential,False,False,120.301078,,,,,"LINESTRING (79.126957 21.12952, 79.127081 21.12889, 79.127213 21.128467)",,,,,,21.12899,79.127071,East
314574056,residential,False,True,42.315326,,,,,"LINESTRING (79.125878 21.128121, 79.125611 21.12841)",,,,,,21.128266,79.125744,East
1060962279,residential,False,False,38.399932,,,,,"LINESTRING (79.125878 21.128121, 79.126137 21.128368)",,,,,,21.128245,79.126007,East
1060962279,residential,False,True,98.982785,,,,,"LINESTRING (79.125878 21.128121, 79.125204 21.127491)",,,,,,21.127806,79.12554,East
314574056,residential,False,False,131.167167,,,,,"LINESTRING (79.125878 21.128121, 79.126071 21.127946, 79.126052 21.127848, 79.126028 21.127764, 79.125938 21.127674, 79.125654 21.127414, 79.125463 21.127243)",,,,,,21.127671,79.125844,East
186107518,tertiary,False,False,34.937148,,,,,"LINESTRING (79.129638 21.125249, 79.129787 21.124968)",,,,,,21.125108,79.129713,East
186107518,tertiary,False,True,47.146545,,,,,"LINESTRING (79.129638 21.125249, 79.129443 21.125632)",,,,,,21.125441,79.12954,East
314574051,tertiary,False,True,98.518014,,,,,"LINESTRING (79.129638 21.125249, 79.128841 21.124767)",,,,,,21.125008,79.129239,East
308770508,residential,False,False,12.505393,,,,,"LINESTRING (79.126742 21.133576, 79.126748 21.133688)",,,,,,21.133632,79.126745,East
308770508,residential,False,True,14.220339,,,,,"LINESTRING (79.126742 21.133576, 79.126734 21.133448)",,,,,,21.133512,79.126738,East
314574083,residential,False,False,95.768717,,,,,"LINESTRING (79.126742 21.133576, 79.126924 21.13353, 79.127031 21.133498, 79.127196 21.133451, 79.12744 21.133388, 79.127632 21.133351)",,,,,,21.133458,79.127186,East
314574049,residential,False,True,40.687541,,,,,"LINESTRING (79.127068 21.126125, 79.126866 21.126438)",,,,,,21.126282,79.126967,East
314574934,residential,False,False,41.305475,,,,,"LINESTRING (79.127068 21.126125, 79.127344 21.126393)",,,,,,21.126259,79.127206,East
1060962281,residential,False,False,23.780716,,,,,"LINESTRING (79.127068 21.126125, 79.126895 21.125985)",,,,,,21.126055,79.126982,East
314574049,residential,False,False,77.626581,,,,,"LINESTRING (79.127068 21.126125, 79.127247 21.125828, 79.127412 21.125505)",,,,,,21.125818,79.127246,East
314574056,residential,False,True,43.734703,,,,,"LINESTRING (79.125154 21.126975, 79.125391 21.127179, 79.125463 21.127243)",,,,,,21.127108,79.125309,East
503987726,tertiary,True,False,162.691574,,,,,"LINESTRING (79.125154 21.126975, 79.125515 21.126623, 79.126255 21.125933)",,,,,,21.126451,79.125702,East
314574070,residential,False,True,178.268835,,,,,"LINESTRING (79.130095 21.138207, 79.131813 21.138229)",,,,,,21.138218,79.130954,East
314574078,residential,False,False,11.806496,,,,,"LINESTRING (79.130095 21.138207, 79.130085 21.138101)",,,,,,21.138154,79.13009,East
"[1230523796, 314574070]",residential,False,False,196.270729,,,,,"LINESTRING (79.130095 21.138207, 79.130104 21.138397, 79.128416 21.138354)",,,,,,21.138368,79.12935,East
314574049,residential,False,False,40.687541,,,,,"LINESTRING (79.126866 21.126438, 79.127068 21.126125)",,,,,,21.126282,79.126967,East
314574049,residential,False,True,26.845083,,,,,"LINESTRING (79.126866 21.126438, 79.126652 21.126303)",,,,,,21.126371,79.126759,East
314574075,residential,False,False,133.924519,,,,,"LINESTRING (79.126866 21.126438, 79.127369 21.126941, 79.127781 21.127286)",,,,,,21.126872,79.127314,East
314574049,residential,False,False,26.845083,,,,,"LINESTRING (79.126652 21.126303, 79.126866 21.126438)",,,,,,21.126371,79.126759,East
1060962281,residential,False,False,58.22557,,,,,"LINESTRING (79.126652 21.126303, 79.126255 21.125933)",,,,,,21.126118,79.126453,East
1060962281,residential,False,True,43.444489,,,,,"LINESTRING (79.126652 21.126303, 79.126895 21.125985)",,,,,,21.126144,79.126773,East
314574049,residential,False,True,77.804788,,,,,"LINESTRING (79.126652 21.126303, 79.126291 21.126345, 79.126291 21.126705)",,,,,,21.126427,79.126379,East
308770506,residential,False,False,26.381045,,,,,"LINESTRING (79.127846 21.132657, 79.128034 21.132498)",,,,,,21.132578,79.12794,East
314574082,residential,False,False,95.028305,,,,,"LINESTRING (79.127846 21.132657, 79.128426 21.133319)",,,,,,21.132988,79.128136,East
314574082,residential,False,True,199.811865,,,,,"LINESTRING (79.127846 21.132657, 79.126492 21.131379)",,,,,,21.132018,79.127169,East
308770506,residential,False,True,25.144713,,,,,"LINESTRING (79.127846 21.132657, 79.127698 21.132783, 79.127662 21.132804)",,,,,,21.132733,79.127756,East
306392208,residential,False,True,26.016758,,,,,"LINESTRING (79.127632 21.133351, 79.127691 21.133578)",,,,,,21.133465,79.127662,East
306392208,residential,False,False,53.635648,,,,,"LINESTRING (79.127632 21.133351, 79.127596 21.133208, 79.127548 21.133013, 79.127485 21.132891)",,,,,,21.133117,79.127569,East
314574065,residential,False,False,42.878079,,,,,"LINESTRING (79.127632 21.133351, 79.127926 21.133261, 79.128016 21.133212)",,,,,,21.133288,79.127828,East
314574083,residential,False,True,95.768717,,,,,"LINESTRING (79.127632 21.133351, 79.12744 21.133388, 79.127196 21.133451, 79.127031 21.133498, 79.126924 21.13353, 79.126742 21.133576)",,,,,,21.133458,79.127186,East
185995158,tertiary,True,False,46.147295,,,,,"LINESTRING (79.126549 21.130756, 79.126847 21.130448)",,,,,,21.130602,79.126698,East
314574079,residential,False,True,44.161962,,,,,"LINESTRING (79.126549 21.130756, 79.126845 21.131041)",,,,,,21.130899,79.126697,East
314574059,residential,False,True,41.120355,,,,,"LINESTRING (79.128816 21.125727, 79.128459 21.125566)",,,,,,21.125646,79.128637,East
320015390,residential,False,False,54.377545,,,,,"LINESTRING (79.128816 21.125727, 79.129156 21.125879, 79.129285 21.125944)",,,,,,21.125833,79.129052,East
320015393,residential,False,True,105.798842,,,,,"LINESTRING (79.128816 21.125727, 79.128565 21.126506, 79.128523 21.126638)",,,,,,21.126182,79.128669,East
314574081,residential,False,False,74.240671,,,,,"LINESTRING (79.128175 21.126538, 79.128361 21.125894)",,,,,,21.126216,79.128268,East
314574081,residential,False,True,8.720581,,,,,"LINESTRING (79.128175 21.126538, 79.128143 21.126611)",,,,,,21.126575,79.128159,East
1133098806,residential,False,False,37.726117,,,,,"LINESTRING (79.128175 21.126538, 79.128523 21.126638)",,,,,,21.126588,79.128349,East
314574057,residential,False,False,11.625944,,,,,"LINESTRING (79.129112 21.128757, 79.129012 21.128805)",,,,,,21.128781,79.129062,East
314574057,residential,False,True,74.357765,,,,,"LINESTRING (79.129112 21.128757, 79.129471 21.129336)",,,,,,21.129047,79.129292,East
1060962294,residential,False,False,20.481752,,,,,"LINESTRING (79.129112 21.128757, 79.129284 21.128665)",,,,,,21.128711,79.129198,East
314574049,residential,False,False,41.475106,,,,,"LINESTRING (79.127412 21.125505, 79.127619 21.125186)",,,,,,21.125346,79.127516,East
314574930,residential,False,True,39.263146,,,,,"LINESTRING (79.127412 21.125505, 79.127758 21.125648)",,,,,,21.125576,79.127585,East
1305052219,residential,False,True,75.674299,,,,,"LINESTRING (79.127412 21.125505, 79.126895 21.125985)",,,,,,21.125745,79.127153,East
314574049,residential,False,True,77.626581,,,,,"LINESTRING (79.127412 21.125505, 79.127247 21.125828, 79.127068 21.126125)",,,,,,21.125818,79.127246,East
314574049,residential,False,False,9.952055,,,,,"LINESTRING (79.127619 21.125186, 79.127655 21.125103)",,,,,,21.125145,79.127637,East
314574049,residential,False,True,41.475106,,,,,"LINESTRING (79.127619 21.125186, 79.127412 21.125505)",,,,,,21.125346,79.127516,East
314574059,residential,False,False,43.738712,,,,,"LINESTRING (79.127619 21.125186, 79.127999 21.125358)",,,,,,21.125272,79.127809,East
186107518,tertiary,False,False,47.146545,,,,,"LINESTRING (79.129443 21.125632, 79.129638 21.125249)",,,,,,21.125441,79.12954,East
186107518,tertiary,False,True,15.036241,,,,,"LINESTRING (79.129443 21.125632, 79.129381 21.125754)",,,,,,21.125693,79.129412,East
314574066,residential,False,True,105.081664,,,,,"LINESTRING (79.129443 21.125632, 79.128577 21.125141)",,,,,,21.125387,79.12901,East
306392186,residential,False,False,69.908465,,,,,"LINESTRING (79.128964 21.133313, 79.129549 21.133001)",,,,,,21.133157,79.129257,East
306392186,residential,False,True,22.944625,,,,,"LINESTRING (79.128964 21.133313, 79.128764 21.1334)",,,,,,21.133356,79.128864,East
314574060,residential,False,True,134.39875,,,,,"LINESTRING (79.128964 21.133313, 79.128911 21.133193, 79.128843 21.133018, 79.128501 21.132632, 79.128228 21.132333)",,,,,,21.132803,79.128632,East
314574067,residential,False,True,40.280854,,,,,"LINESTRING (79.127346 21.129527, 79.126957 21.12952)",,,,,,21.129524,79.127152,East
186107518,tertiary,False,False,77.117818,,,,,"LINESTRING (79.127346 21.129527, 79.127676 21.12896, 79.127702 21.128918)",,,,,,21.129223,79.127523,East
186107518,tertiary,False,True,101.086035,,,,,"LINESTRING (79.127346 21.129527, 79.127011 21.130102, 79.126907 21.130221, 79.126823 21.130286)",,,,,,21.129922,79.127106,East
186107518,tertiary,False,False,80.338262,,,,,"LINESTRING (79.127805 21.128753, 79.128194 21.128128)",,,,,,21.12844,79.127999,East
186107518,tertiary,False,True,21.283318,,,,,"LINESTRING (79.127805 21.128753, 79.127702 21.128918)",,,,,,21.128836,79.127754,East
314574050,residential,False,True,69.140769,,,,,"LINESTRING (79.127805 21.128753, 79.127213 21.128467)",,,,,,21.12861,79.127509,East
308770506,residential,False,False,46.281997,,,,,"LINESTRING (79.128228 21.132333, 79.128541 21.132036)",,,,,,21.132185,79.128384,East
308770506,residential,False,True,27.192689,,,,,"LINESTRING (79.128228 21.132333, 79.128034 21.132498)",,,,,,21.132416,79.128131,East
314574060,residential,False,True,203.066231,,,,,"LINESTRING (79.128228 21.132333, 79.126845 21.131041)",,,,,,21.131687,79.127536,East
314574060,residential,False,False,134.39875,,,,,"LINESTRING (79.128228 21.132333, 79.128501 21.132632, 79.128843 21.133018, 79.128911 21.133193, 79.128964 21.133313)",,,,,,21.132803,79.128632,East
314574072,residential,False,True,36.308598,,,,,"LINESTRING (79.124632 21.12757, 79.12489 21.127792)",,,,,,21.127681,79.124761,East
314577082,residential,False,False,72.3285,,,,,"LINESTRING (79.124632 21.12757, 79.12415 21.127101)",,,,,,21.127336,79.124391,East
503916955,tertiary,False,True,38.404178,,,,,"LINESTRING (79.124632 21.12757, 79.124345 21.127789)",,,,,,21.12768,79.124489,East
503916784,tertiary,False,False,67.585892,,,,,"LINESTRING (79.124632 21.12757, 79.124876 21.127369, 79.124962 21.127269, 79.124983 21.127156, 79.125018 21.127104)",,,,,,21.127355,79.124855,East
314574082,residential,False,True,95.028305,,,,,"LINESTRING (79.128426 21.133319, 79.127846 21.132657)",,,,,,21.132988,79.128136,East
314574068,residential,False,False,26.098826,,,,,"LINESTRING (79.128426 21.133319, 79.128512 21.13328, 79.128631 21.133186)",,,,,,21.133258,79.128533,East
314574068,residential,False,True,26.79643,,,,,"LINESTRING (79.128426 21.133319, 79.128334 21.13336, 79.12819 21.133415)",,,,,,21.133369,79.128309,East
314574074,residential,False,False,24.904225,,,,,"LINESTRING (79.12819 21.133415, 79.128298 21.133615)",,,,,,21.133515,79.128244,East
314574068,residential,False,False,26.79643,,,,,"LINESTRING (79.12819 21.133415, 79.128334 21.13336, 79.128426 21.133319)",,,,,,21.133369,79.128309,East
314574068,residential,False,True,54.868356,,,,,"LINESTRING (79.12819 21.133415, 79.128079 21.133464, 79.127939 21.133506, 79.127851 21.133534, 79.127691 21.133578)",,,,,,21.133503,79.127943,East
314574074,residential,False,True,28.957895,,,,,"LINESTRING (79.12819 21.133415, 79.128064 21.133273, 79.128016 21.133212)",,,,,,21.133314,79.128101,East
314574054,residential,False,False,27.482669,,,,,"LINESTRING (79.128631 21.133186, 79.128764 21.1334)",,,,,,21.133293,79.128697,East
314574054,residential,False,True,98.545266,,,,,"LINESTRING (79.128631 21.133186, 79.128527 21.133038, 79.128371 21.132863, 79.128203 21.132682, 79.128034 21.132498)",,,,,,21.132836,79.128341,East
314574068,residential,False,True,26.098826,,,,,"LINESTRING (79.128631 21.133186, 79.128512 21.13328, 79.128426 21.133319)",,,,,,21.133258,79.128533,East
