geometry,leisure,name,addr:city,addr:postcode,addr:street,survey:date,created_by,name:etymology:wikidata,operator,description,opening_hours,name:mr,playground,tourism,wikipedia,barrier,dog,ele,official_name,smoking,landuse,name:ur,surface,access,note,addr:district,type,Latitude,Longitude,Region
"POLYGON ((79.095759 21.102496, 79.096309 21.102456, 79.096266 21.102003, 79.095692 21.102123, 79.095759 21.102496))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.102266491011633,79.09601504040488,South
"POLYGON ((79.094566 21.102601, 79.095054 21.102506, 79.094877 21.101983, 79.094402 21.102128, 79.094566 21.102601))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.102303546297065,79.09472859532389,South
"POLYGON ((79.122128 21.105839, 79.122391 21.105846, 79.122456 21.105088, 79.12241 21.105091, 79.122208 21.105628, 79.122128 21.105839))",park,,,,,,,,,,,,,,,wall,,,,,,,,,,,,21.105555182891344,79.122325842419,South
"POLYGON ((79.122965 21.103688, 79.123188 21.103697, 79.123751 21.103718, 79.123758 21.103602, 79.123767 21.10344, 79.123438 21.103406, 79.123027 21.103363, 79.123001 21.1035, 79.122965 21.103688))",park,,,,,,,,,,,,,,,wall,,,,,,,,,,,,21.103553065237147,79.12336671914626,South
"POLYGON ((79.11463 21.105836, 79.115266 21.105818, 79.115261 21.105651, 79.114625 21.105669, 79.11463 21.105836))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.105743702177772,79.11494533659136,South
"POLYGON ((79.100442 21.096509, 79.100928 21.096389, 79.100968 21.096341, 79.100777 21.095716, 79.100192 21.095866, 79.100375 21.096459, 79.100442 21.096509))",park,Shahu Nagar Park,,,,,,,,,,,,,,,,,,,,,,,,,,21.096117132422243,79.1005856791301,South
"POLYGON ((79.046541 21.103157, 79.045881 21.103244, 79.045845 21.103059, 79.045914 21.103052, 79.045904 21.102966, 79.046534 21.102885, 79.046541 21.103157))",park,Indraprasth Layout garden,Nagpur,440022,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,21.103065941757897,79.04620647819456,South
"POLYGON ((79.061005 21.13762, 79.061076 21.137391, 79.061385 21.13748, 79.061346 21.137658, 79.061005 21.13762))",park,Khare Town Park,,,,,,,,,,,,,,,,,,,,,,,,,,21.13753670546581,79.06119521847852,Central
"POLYGON ((79.111636 21.098781, 79.111624 21.098601, 79.11223 21.098556, 79.112227 21.098759, 79.111636 21.098781))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09867339892921,79.11193487919549,South
"POLYGON ((79.118198 21.132148, 79.118662 21.132106, 79.118635 21.131458, 79.118101 21.131543, 79.118198 21.132148))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13180581511402,79.11840044961681,Central
"POLYGON ((79.121376 21.137903, 79.122226 21.137908, 79.122244 21.13706, 79.121885 21.13707, 79.121874 21.137461, 79.121373 21.137478, 79.121376 21.137903))",park,Nandanvan Layout Park,,,,,,,,,,,,,,fence,,,,,,,,,,,,21.137569636170884,79.12187585019122,Central
"POLYGON ((79.122959 21.130697, 79.123274 21.130951, 79.123884 21.131392, 79.124304 21.130931, 79.123404 21.130219, 79.122959 21.130697))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.130809512808103,79.12363122538476,East
"POLYGON ((79.122347 21.13123, 79.122671 21.130898, 79.122299 21.130581, 79.121974 21.130914, 79.122347 21.13123))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1309056168173,79.12232284874752,Central
"POLYGON ((79.067268 21.112366, 79.068237 21.111989, 79.067952 21.111526, 79.066884 21.111851, 79.066665 21.111913, 79.066539 21.11198, 79.066615 21.11225, 79.067042 21.11209, 79.067118 21.11212, 79.067268 21.112366))",park,Excise Colony Park,,,,,,,,,,,,,,,,,,,,,,,,,,21.11195108217849,79.06744238892078,South
"POLYGON ((79.074312 21.172654, 79.074664 21.172567, 79.074641 21.172299, 79.074296 21.172321, 79.074312 21.172654))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.172461761868085,79.07447204076041,Central
"POLYGON ((79.041364 21.107088, 79.04176 21.107022, 79.041682 21.106681, 79.041664 21.106656, 79.04164 21.106646, 79.041548 21.106661, 79.041301 21.106702, 79.041285 21.10671, 79.041288 21.106748, 79.041337 21.10703, 79.04134 21.107062, 79.04135 21.107079, 79.041364 21.107088))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.106866972531666,79.0415153721514,West
"POLYGON ((79.110413 21.184308, 79.111251 21.18424, 79.110413 21.1837, 79.110413 21.184308))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.184082533777637,79.11069253301899,North
"POLYGON ((79.148754 21.154475, 79.148136 21.154452, 79.148128 21.155131, 79.148754 21.154475))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.154686200281862,79.14833973364027,East
"POLYGON ((79.043849 21.173595, 79.043283 21.174352, 79.043432 21.174596, 79.043505 21.174724, 79.043526 21.174924, 79.043564 21.174952, 79.04363 21.174964, 79.04371 21.174957, 79.04376 21.174933, 79.043757 21.174823, 79.043752 21.17475, 79.043771 21.174706, 79.044156 21.174572, 79.044484 21.174433, 79.045218 21.174211, 79.04523 21.174143, 79.045199 21.174097, 79.044932 21.173914, 79.044314 21.173586, 79.044258 21.173569, 79.044187 21.173597, 79.044132 21.173694, 79.044088 21.173709, 79.044022 21.173668, 79.043925 21.173606, 79.043849 21.173595))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17417791478219,79.04413430102367,West
"POLYGON ((79.116414 21.13574, 79.116354 21.135031, 79.116492 21.135017, 79.116605 21.135718, 79.116414 21.13574))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13539571088497,79.11646878450107,Central
"POLYGON ((79.09058 21.184249, 79.090559 21.18443, 79.090475 21.184595, 79.090336 21.184724, 79.090174 21.184798, 79.089994 21.184821, 79.089816 21.184791, 79.089657 21.184712, 79.089532 21.18459, 79.089454 21.184438, 79.08943 21.18427, 79.089463 21.184104, 79.089559 21.183946, 79.089707 21.183826, 79.089889 21.183759, 79.090084 21.183753, 79.090271 21.183808, 79.090426 21.183919, 79.090534 21.184072, 79.09058 21.184249))",park,Dayanand Park,,,,,,,,,,,,,,,,,,,,,,,,,,21.184284874126543,79.09000501364056,North
"POLYGON ((79.107926 21.113877, 79.107917 21.113709, 79.10826 21.11371, 79.108259 21.113859, 79.107926 21.113877))",park,Gadewar lawn,,,,,,,,,,,,,,,,,,,,,,,,,,21.11378862271589,79.10808685646731,South
"POLYGON ((79.117945 21.13766, 79.117605 21.137664, 79.117477 21.136558, 79.117926 21.13656, 79.117945 21.13766))",park,"NMC, Ground",Nagpur,440009,Nandanvan Main Road,,,,,,24/7,,,,,,,,,,,,,,,,,21.137085277900503,79.11773638517435,Central
"POLYGON ((79.107119 21.143613, 79.107114 21.143344, 79.10742 21.143326, 79.107433 21.143589, 79.107119 21.143613))",park,mahal,Nagpur,440032,Kelibag Road,,,,,,sunrise-sunset,,,,,,,,,,,,,,,,,21.143468320176936,79.10727102116454,Central
"POLYGON ((79.09549 21.133252, 79.095466 21.13325, 79.095467 21.133235, 79.095326 21.133226, 79.095336 21.133096, 79.095501 21.133108, 79.09549 21.133252))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13316798706507,79.09541446622326,Central
"POLYGON ((79.036865 21.174577, 79.036955 21.175115, 79.037328 21.175053, 79.037262 21.174683, 79.036865 21.174577))",park,,Nagpur,440013,Katol Road,,,,,,,,,,,,yes,,,,,,,yes,,,,21.174856924705075,79.03709063046986,West
"POLYGON ((79.037877 21.175082, 79.037835 21.174829, 79.038703 21.175048, 79.037877 21.175082))",park,,Nagpur,440013,Katol Road,,,,,,,,,,,,,,,,,,,permissive,Never open Most of the times,,,21.174986133796665,79.03813856649958,West
"POLYGON ((79.103859 21.141373, 79.103828 21.140835, 79.103988 21.140836, 79.10401 21.141366, 79.103859 21.141373))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.141100070525795,79.10392073193705,Central
"POLYGON ((79.041584 21.178916, 79.041338 21.178432, 79.041355 21.178409, 79.041391 21.178418, 79.042006 21.178719, 79.042009 21.178749, 79.041952 21.178776, 79.041606 21.178915, 79.041584 21.178916))",park,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,21.17868149109879,79.04164836263111,West
"POLYGON ((79.10646 21.124971, 79.10674 21.124971, 79.10674 21.124669, 79.106464 21.124667, 79.10646 21.124971))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.124819835306752,79.10660110934118,Central
"POLYGON ((79.117189 21.126855, 79.117388 21.126732, 79.117595 21.126823, 79.117585 21.127338, 79.117449 21.12739, 79.117173 21.127058, 79.117189 21.126855))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.127038606253606,79.11741005693295,Central
"POLYGON ((79.102461 21.149968, 79.10253 21.149977, 79.102534 21.149956, 79.102518 21.149881, 79.102476 21.149875, 79.102461 21.149968))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.149929520780766,79.10249792506373,Central
"POLYGON ((79.099645 21.147806, 79.099707 21.148114, 79.100066 21.148014, 79.100029 21.147749, 79.099645 21.147806))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.147920889877234,79.09985683284017,Central
"POLYGON ((79.095433 21.131283, 79.095418 21.130696, 79.095423 21.130657, 79.095455 21.130634, 79.095524 21.130616, 79.095596 21.130615, 79.095646 21.130621, 79.095686 21.130651, 79.095698 21.130695, 79.095614 21.131271, 79.095433 21.131283))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.130927656331547,79.09554362984387,Central
"POLYGON ((79.098295 21.150808, 79.098686 21.150806, 79.098684 21.150456, 79.09862 21.150457, 79.09858 21.150503, 79.098418 21.150503, 79.098381 21.150564, 79.098294 21.150565, 79.098295 21.150808))",park,,Nagpur,,,,,,,,,,,,,,,,,,,,,,,,,21.15065605962363,79.0985025754895,Central
"POLYGON ((79.093698 21.147497, 79.094348 21.147413, 79.094882 21.147344, 79.095097 21.147316, 79.095046 21.14703, 79.094527 21.147067, 79.094051 21.147135, 79.093672 21.147208, 79.093287 21.147237, 79.093354 21.147541, 79.093698 21.147497))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.147277204844617,79.0941991045183,Central
"POLYGON ((79.092144 21.147704, 79.093354 21.147541, 79.093287 21.147237, 79.092106 21.147425, 79.092144 21.147704))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.147475766478706,79.09273235157988,Central
"POLYGON ((79.109921 21.142242, 79.10987 21.142042, 79.110246 21.141987, 79.110302 21.142153, 79.109921 21.142242))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14210741155491,79.11007939096677,Central
"POLYGON ((79.109232 21.133466, 79.109132 21.133187, 79.109934 21.132606, 79.109969 21.1326, 79.110006 21.132605, 79.110041 21.132618, 79.110059 21.132647, 79.11019 21.133222, 79.109232 21.133466))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.133074801981792,79.10970551308402,Central
"POLYGON ((79.115693 21.128211, 79.115696 21.128179, 79.11569 21.128139, 79.115619 21.128058, 79.11606 21.127685, 79.116235 21.127875, 79.116261 21.127931, 79.116271 21.127987, 79.116269 21.128323, 79.11569 21.128331, 79.115693 21.128211))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.128069273764236,79.11598829805718,Central
"POLYGON ((79.115119 21.12897, 79.114516 21.128506, 79.11504 21.12808, 79.115213 21.128324, 79.115242 21.128884, 79.115119 21.12897))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.128528258652157,79.11496617506988,Central
"POLYGON ((79.065744 21.10158, 79.066026 21.101525, 79.065952 21.101228, 79.065635 21.101277, 79.065744 21.10158))",park,Krishna Greeniz Lawn,,,,,,,,,,,,,,,,,,,,,,,,,,21.101399902703694,79.06583724873525,South
"POLYGON ((79.065474 21.103138, 79.06533 21.102675, 79.065584 21.102605, 79.065721 21.103043, 79.065474 21.103138))",park,green valley lawn,,,,,,,,,,,,,,,,,,,,,,,,,,21.10286560780213,79.0655263294274,South
"POLYGON ((79.077364 21.095311, 79.078309 21.094979, 79.078219 21.094749, 79.0773 21.095087, 79.077364 21.095311))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0950302365231,79.07780292211757,South
"POLYGON ((79.076805 21.095285, 79.077034 21.095886, 79.0761 21.09617, 79.07586 21.09564, 79.076139 21.09555, 79.076199 21.095706, 79.076458 21.095626, 79.076397 21.095453, 79.076805 21.095285))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0957588009485,79.07647312517535,South
"POLYGON ((79.0774 21.092407, 79.078155 21.092199, 79.078058 21.091895, 79.077277 21.091967, 79.0774 21.092407))",park,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09212186413448,79.07769984471115,South
"POLYGON ((79.036098 21.119007, 79.03648 21.118677, 79.036905 21.118904, 79.03681 21.119375, 79.036173 21.119068, 79.036098 21.119007))",park,Azad Hind Nagar Ground,Nagpur,440022,Jaitala Road,,,,,,,,,,,,,,,,,,,,,Nagpur,,21.11901078412533,79.03655709350961,West
"POLYGON ((79.125584 21.150698, 79.125555 21.1498, 79.126537 21.149782, 79.126638 21.15075, 79.125584 21.150811, 79.125584 21.150698))",park,Kachi Visa Ground,,440008,Central Avenue Road,,,,,,,,,,,,,,,,,,,,,Nagpur,,21.150291820814893,79.12607642200282,Central
